GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0016339	calcium-dependent cell-cell adhesion via...	51	4	1.11	0.02471	1	BP
GO:0007565	female pregnancy	120	8	2.62	0.02513	1	BP
GO:0007169	transmembrane receptor protein tyrosine ...	591	28	12.89	0.02535	1	BP
GO:0007413	axonal fasciculation	52	4	1.13	0.02633	1	BP
GO:0035640	exploration behavior	30	3	0.65	0.02692	1	BP
GO:0071420	cellular response to histamine	30	3	0.65	0.02692	1	BP
GO:1902992	negative regulation of amyloid precursor...	12	2	0.26	0.02705	1	BP
GO:0010508	positive regulation of autophagy	116	7	2.53	0.02776	1	BP
GO:0034405	response to fluid shear stress	31	3	0.68	0.02934	1	BP
GO:0007523	larval visceral muscle development	31	3	0.68	0.02934	1	BP
GO:0003205	cardiac chamber development	139	7	3.03	0.03122	1	BP
GO:0061067	negative regulation of dauer larval deve...	13	2	0.28	0.03151	1	BP
GO:0097341	zymogen inhibition	13	2	0.28	0.03151	1	BP
GO:0015812	gamma-aminobutyric acid transport	13	2	0.28	0.03151	1	BP
GO:0045589	regulation of regulatory T cell differen...	13	2	0.28	0.03151	1	BP
GO:0001759	organ induction	32	3	0.7	0.03187	1	BP
GO:0048542	lymph gland development	56	4	1.22	0.03342	1	BP
GO:0040014	regulation of multicellular organism gro...	172	8	3.75	0.03453	1	BP
GO:0007428	primary branching, open tracheal system	14	2	0.31	0.03624	1	BP
GO:0032729	positive regulation of interferon-gamma ...	14	2	0.31	0.03624	1	BP
GO:1903356	positive regulation of distal tip cell m...	14	2	0.31	0.03624	1	BP
GO:0001822	kidney development	247	13	5.39	0.03657	1	BP
GO:0015889	cobalamin transport	35	3	0.76	0.04011	1	BP
GO:0034142	toll-like receptor 4 signaling pathway	15	2	0.33	0.04123	1	BP
GO:0038166	angiotensin-activated signaling pathway	15	2	0.33	0.04123	1	BP
GO:0006878	cellular copper ion homeostasis	15	2	0.33	0.04123	1	BP
GO:0035335	peptidyl-tyrosine dephosphorylation	60	4	1.31	0.04152	1	BP
GO:0045862	positive regulation of proteolysis	334	16	7.28	0.04225	1	BP
GO:0060117	auditory receptor cell development	36	3	0.78	0.04308	1	BP
GO:0060708	spongiotrophoblast differentiation	2	1	0.04	0.04313	1	BP
GO:1903905	positive regulation of establishment of ...	2	1	0.04	0.04313	1	BP
GO:1905719	protein localization to perinuclear regi...	2	1	0.04	0.04313	1	BP
GO:0002344	B cell affinity maturation	2	1	0.04	0.04313	1	BP
GO:1904086	regulation of epiboly involved in gastru...	2	1	0.04	0.04313	1	BP
GO:0042414	epinephrine metabolic process	2	1	0.04	0.04313	1	BP
GO:0085032	modulation by symbiont of host I-kappaB ...	2	1	0.04	0.04313	1	BP
GO:0002246	wound healing involved in inflammatory r...	2	1	0.04	0.04313	1	BP
GO:1901094	negative regulation of protein homotetra...	2	1	0.04	0.04313	1	BP
GO:1904313	response to methamphetamine hydrochlorid...	2	1	0.04	0.04313	1	BP
GO:0002721	regulation of B cell cytokine production	2	1	0.04	0.04313	1	BP
GO:1904479	negative regulation of intestinal absorp...	2	1	0.04	0.04313	1	BP
GO:0001771	immunological synapse formation	2	1	0.04	0.04313	1	BP
GO:0097118	neuroligin clustering involved in postsy...	2	1	0.04	0.04313	1	BP
GO:0001748	optic lobe placode development	2	1	0.04	0.04313	1	BP
GO:0048252	lauric acid metabolic process	2	1	0.04	0.04313	1	BP
GO:1903461	Okazaki fragment processing involved in ...	2	1	0.04	0.04313	1	BP
GO:0035360	positive regulation of peroxisome prolif...	2	1	0.04	0.04313	1	BP
GO:1902356	oxaloacetate(2-) transmembrane transport	2	1	0.04	0.04313	1	BP
GO:0097267	omega-hydroxylase P450 pathway	2	1	0.04	0.04313	1	BP
GO:0002540	leukotriene production involved in infla...	2	1	0.04	0.04313	1	BP
GO:0001812	positive regulation of type I hypersensi...	2	1	0.04	0.04313	1	BP
GO:0016191	synaptic vesicle uncoating	2	1	0.04	0.04313	1	BP
GO:0036153	triglyceride acyl-chain remodeling	2	1	0.04	0.04313	1	BP
GO:0060060	post-embryonic retina morphogenesis in c...	2	1	0.04	0.04313	1	BP
GO:0002667	regulation of T cell anergy	2	1	0.04	0.04313	1	BP
GO:0098884	postsynaptic neurotransmitter receptor i...	2	1	0.04	0.04313	1	BP
GO:0090099	negative regulation of decapentaplegic s...	2	1	0.04	0.04313	1	BP
GO:0036101	leukotriene B4 catabolic process	2	1	0.04	0.04313	1	BP
GO:0048815	hermaphrodite genitalia morphogenesis	2	1	0.04	0.04313	1	BP
GO:1904719	positive regulation of AMPA glutamate re...	2	1	0.04	0.04313	1	BP
GO:0035124	embryonic caudal fin morphogenesis	2	1	0.04	0.04313	1	BP
GO:0021501	prechordal plate formation	2	1	0.04	0.04313	1	BP
GO:0046724	oxalic acid secretion	2	1	0.04	0.04313	1	BP
GO:0045752	positive regulation of Toll signaling pa...	2	1	0.04	0.04313	1	BP
GO:0002933	lipid hydroxylation	2	1	0.04	0.04313	1	BP
GO:0015709	thiosulfate transport	2	1	0.04	0.04313	1	BP
GO:0060480	lung goblet cell differentiation	2	1	0.04	0.04313	1	BP
GO:1902870	negative regulation of amacrine cell dif...	2	1	0.04	0.04313	1	BP
GO:0036511	trimming of first mannose on A branch	2	1	0.04	0.04313	1	BP
GO:0036512	trimming of second mannose on A branch	2	1	0.04	0.04313	1	BP
GO:0036509	trimming of terminal mannose on B branch	2	1	0.04	0.04313	1	BP
GO:0006649	phospholipid transfer to membrane	2	1	0.04	0.04313	1	BP
GO:0003095	pressure natriuresis	2	1	0.04	0.04313	1	BP
GO:0090107	regulation of high-density lipoprotein p...	2	1	0.04	0.04313	1	BP
GO:0051781	positive regulation of cell division	89	5	1.94	0.04473	1	BP
GO:0018108	peptidyl-tyrosine phosphorylation	310	17	6.76	0.04494	1	BP
GO:2000573	positive regulation of DNA biosynthetic ...	62	4	1.35	0.04595	1	BP
GO:0051930	regulation of sensory perception of pain	62	4	1.35	0.04595	1	BP
GO:0097688	glutamate receptor clustering	18	3	0.39	0.04608	1	BP
GO:0007568	aging	513	17	11.19	0.04631	1	BP
GO:0060232	delamination	16	2	0.35	0.04646	1	BP
GO:0051085	chaperone cofactor-dependent protein ref...	16	2	0.35	0.04646	1	BP
GO:0006828	manganese ion transport	16	2	0.35	0.04646	1	BP
GO:0055008	cardiac muscle tissue morphogenesis	63	4	1.37	0.04826	1	BP
GO:0008049	male courtship behavior	38	3	0.83	0.04932	1	BP
GO:0051150	regulation of smooth muscle cell differe...	38	3	0.83	0.04932	1	BP
GO:0099132	ATP hydrolysis coupled cation transmembr...	38	3	0.83	0.04932	1	BP
GO:0010002	cardioblast differentiation	51	6	1.11	0.05096	1	BP
GO:0038007	netrin-activated signaling pathway	17	2	0.37	0.05191	1	BP
GO:1990869	cellular response to chemokine	17	2	0.37	0.05191	1	BP
GO:0002523	leukocyte migration involved in inflamma...	17	2	0.37	0.05191	1	BP
GO:0046697	decidualization	17	2	0.37	0.05191	1	BP
GO:0060269	centripetally migrating follicle cell mi...	17	2	0.37	0.05191	1	BP
GO:0099131	ATP hydrolysis coupled ion transmembrane...	39	3	0.85	0.05261	1	BP
GO:1904377	positive regulation of protein localizat...	40	3	0.87	0.05599	1	BP
GO:0048015	phosphatidylinositol-mediated signaling	95	8	2.07	0.0569	1	BP
GO:0046958	nonassociative learning	18	2	0.39	0.05758	1	BP
GO:0010667	negative regulation of cardiac muscle ce...	18	2	0.39	0.05758	1	BP
GO:1901074	regulation of engulfment of apoptotic ce...	18	2	0.39	0.05758	1	BP
GO:0001833	inner cell mass cell proliferation	18	2	0.39	0.05758	1	BP
GO:0045466	R7 cell differentiation	45	4	0.98	0.05886	1	BP
GO:0048701	embryonic cranial skeleton morphogenesis	68	4	1.48	0.06076	1	BP
GO:0006874	cellular calcium ion homeostasis	312	11	6.8	0.0628	1	BP
GO:0060613	fat pad development	19	2	0.41	0.06346	1	BP
GO:0032230	positive regulation of synaptic transmis...	19	2	0.41	0.06346	1	BP
GO:0036335	intestinal stem cell homeostasis	19	2	0.41	0.06346	1	BP
GO:0033572	transferrin transport	19	2	0.41	0.06346	1	BP
GO:0015680	protein maturation by copper ion transfe...	3	1	0.07	0.064	1	BP
GO:0019265	glycine biosynthetic process, by transam...	3	1	0.07	0.064	1	BP
GO:0050748	negative regulation of lipoprotein metab...	3	1	0.07	0.064	1	BP
GO:0010273	detoxification of copper ion	3	1	0.07	0.064	1	BP
GO:0030853	negative regulation of granulocyte diffe...	3	1	0.07	0.064	1	BP
GO:0019551	glutamate catabolic process to 2-oxoglut...	3	1	0.07	0.064	1	BP
GO:0071393	cellular response to progesterone stimul...	3	1	0.07	0.064	1	BP
GO:0002318	myeloid progenitor cell differentiation	3	1	0.07	0.064	1	BP
GO:0071336	regulation of hair follicle cell prolife...	3	1	0.07	0.064	1	BP
GO:0003147	neural crest cell migration involved in ...	3	1	0.07	0.064	1	BP
GO:0071423	malate transmembrane transport	3	1	0.07	0.064	1	BP
GO:0051135	positive regulation of NK T cell activat...	3	1	0.07	0.064	1	BP
GO:0071279	cellular response to cobalt ion	3	1	0.07	0.064	1	BP
GO:1900731	positive regulation of adenylate cyclase...	3	1	0.07	0.064	1	BP
GO:0032782	bile acid secretion	3	1	0.07	0.064	1	BP
GO:0061713	anterior neural tube closure	3	1	0.07	0.064	1	BP
GO:0034699	response to luteinizing hormone	3	1	0.07	0.064	1	BP
GO:0042853	L-alanine catabolic process	3	1	0.07	0.064	1	BP
GO:1904154	positive regulation of retrograde protei...	3	1	0.07	0.064	1	BP
GO:0070072	vacuolar proton-transporting V-type ATPa...	3	1	0.07	0.064	1	BP
GO:0021589	cerebellum structural organization	3	1	0.07	0.064	1	BP
GO:1903891	regulation of ATF6-mediated unfolded pro...	3	1	0.07	0.064	1	BP
GO:1903895	negative regulation of IRE1-mediated unf...	3	1	0.07	0.064	1	BP
GO:1902766	skeletal muscle satellite cell migration	3	1	0.07	0.064	1	BP
GO:0019344	cysteine biosynthetic process	3	1	0.07	0.064	1	BP
GO:0016560	protein import into peroxisome matrix, d...	3	1	0.07	0.064	1	BP
GO:0016561	protein import into peroxisome matrix, t...	3	1	0.07	0.064	1	BP
GO:0036510	trimming of terminal mannose on C branch	3	1	0.07	0.064	1	BP
GO:1901738	regulation of vitamin A metabolic proces...	3	1	0.07	0.064	1	BP
GO:0019448	L-cysteine catabolic process	3	1	0.07	0.064	1	BP
GO:1903673	mitotic cleavage furrow formation	3	1	0.07	0.064	1	BP
GO:0070292	N-acylphosphatidylethanolamine metabolic...	3	1	0.07	0.064	1	BP
GO:0002755	MyD88-dependent toll-like receptor signa...	43	3	0.94	0.06674	1	BP
GO:0071542	dopaminergic neuron differentiation	43	3	0.94	0.06674	1	BP
GO:0010043	response to zinc ion	43	3	0.94	0.06674	1	BP
GO:1990778	protein localization to cell periphery	220	10	4.8	0.06844	1	BP
GO:0040001	establishment of mitotic spindle localiz...	71	4	1.55	0.06901	1	BP
GO:0090280	positive regulation of calcium ion impor...	20	2	0.44	0.06953	1	BP
GO:0050927	positive regulation of positive chemotax...	20	2	0.44	0.06953	1	BP
GO:0008258	head involution	20	2	0.44	0.06953	1	BP
GO:0048262	determination of dorsal/ventral asymmetr...	20	2	0.44	0.06953	1	BP
GO:0002042	cell migration involved in sprouting ang...	44	3	0.96	0.07052	1	BP
GO:0001676	long-chain fatty acid metabolic process	77	5	1.68	0.07389	1	BP
GO:0038095	Fc-epsilon receptor signaling pathway	45	3	0.98	0.0744	1	BP
GO:0043616	keratinocyte proliferation	31	3	0.68	0.07529	1	BP
GO:0002092	positive regulation of receptor internal...	21	2	0.46	0.07577	1	BP
GO:1900273	positive regulation of long-term synapti...	21	2	0.46	0.07577	1	BP
GO:0032515	negative regulation of phosphoprotein ph...	21	2	0.46	0.07577	1	BP
GO:0003094	glomerular filtration	21	2	0.46	0.07577	1	BP
GO:0043627	response to estrogen	74	4	1.61	0.0778	1	BP
GO:0002053	positive regulation of mesenchymal cell ...	46	3	1	0.07836	1	BP
GO:0001657	ureteric bud development	75	4	1.64	0.08085	1	BP
GO:0042089	cytokine biosynthetic process	58	4	1.26	0.08138	1	BP
GO:0050773	regulation of dendrite development	191	11	4.16	0.08139	1	BP
GO:0008362	chitin-based embryonic cuticle biosynthe...	22	2	0.48	0.08219	1	BP
GO:0007475	apposition of dorsal and ventral imagina...	22	2	0.48	0.08219	1	BP
GO:0007250	activation of NF-kappaB-inducing kinase ...	22	2	0.48	0.08219	1	BP
GO:0045494	photoreceptor cell maintenance	47	3	1.02	0.08242	1	BP
GO:0060071	Wnt signaling pathway, planar cell polar...	47	3	1.02	0.08242	1	BP
GO:1905048	regulation of metallopeptidase activity	14	3	0.31	0.08373	1	BP
GO:0046847	filopodium assembly	76	4	1.66	0.08396	1	BP
GO:0007391	dorsal closure	107	5	2.33	0.08434	1	BP
GO:0050758	regulation of thymidylate synthase biosy...	4	1	0.09	0.08442	1	BP
GO:0045963	negative regulation of dopamine metaboli...	4	1	0.09	0.08442	1	BP
GO:0030889	negative regulation of B cell proliferat...	4	1	0.09	0.08442	1	BP
GO:0035900	response to isolation stress	4	1	0.09	0.08442	1	BP
GO:0090521	glomerular visceral epithelial cell migr...	4	1	0.09	0.08442	1	BP
GO:0097021	lymphocyte migration into lymphoid organ...	4	1	0.09	0.08442	1	BP
GO:0034154	toll-like receptor 7 signaling pathway	4	1	0.09	0.08442	1	BP
GO:1904059	regulation of locomotor rhythm	4	1	0.09	0.08442	1	BP
GO:0034134	toll-like receptor 2 signaling pathway	4	1	0.09	0.08442	1	BP
GO:0071422	succinate transmembrane transport	4	1	0.09	0.08442	1	BP
GO:0003100	regulation of systemic arterial blood pr...	4	1	0.09	0.08442	1	BP
GO:0032464	positive regulation of protein homooligo...	4	1	0.09	0.08442	1	BP
GO:0033141	positive regulation of peptidyl-serine p...	4	1	0.09	0.08442	1	BP
GO:0016062	adaptation of rhodopsin mediated signali...	4	1	0.09	0.08442	1	BP
GO:0097368	establishment of Sertoli cell barrier	4	1	0.09	0.08442	1	BP
GO:0045046	protein import into peroxisome membrane	4	1	0.09	0.08442	1	BP
GO:0007366	periodic partitioning by pair rule gene	4	1	0.09	0.08442	1	BP
GO:0071226	cellular response to molecule of fungal ...	4	1	0.09	0.08442	1	BP
GO:2000363	positive regulation of prostaglandin-E s...	4	1	0.09	0.08442	1	BP
GO:0097498	endothelial tube lumen extension	4	1	0.09	0.08442	1	BP
GO:0007497	posterior midgut development	4	1	0.09	0.08442	1	BP
GO:0098761	cellular response to interleukin-7	4	1	0.09	0.08442	1	BP
GO:0007299	ovarian follicle cell-cell adhesion	4	1	0.09	0.08442	1	BP
GO:0032529	follicle cell microvillus organization	4	1	0.09	0.08442	1	BP
GO:0032516	positive regulation of phosphoprotein ph...	4	1	0.09	0.08442	1	BP
GO:0060052	neurofilament cytoskeleton organization	4	1	0.09	0.08442	1	BP
GO:0006203	dGTP catabolic process	4	1	0.09	0.08442	1	BP
GO:2000809	positive regulation of synaptic vesicle ...	4	1	0.09	0.08442	1	BP
GO:0007516	hemocyte development	4	1	0.09	0.08442	1	BP
GO:0042985	negative regulation of amyloid precursor...	4	1	0.09	0.08442	1	BP
GO:0019373	epoxygenase P450 pathway	4	1	0.09	0.08442	1	BP
GO:0001998	angiotensin-mediated vasoconstriction in...	4	1	0.09	0.08442	1	BP
GO:0009436	glyoxylate catabolic process	4	1	0.09	0.08442	1	BP
GO:0098976	excitatory chemical synaptic transmissio...	4	1	0.09	0.08442	1	BP
GO:0070221	sulfide oxidation, using sulfide:quinone...	4	1	0.09	0.08442	1	BP
GO:0045793	positive regulation of cell size	48	3	1.05	0.08657	1	BP
GO:0071709	membrane assembly	25	3	0.55	0.08809	1	BP
GO:0050900	leukocyte migration	190	9	4.14	0.09044	1	BP
GO:0019722	calcium-mediated signaling	155	9	3.38	0.09069	1	BP
GO:0046677	response to antibiotic	376	15	8.2	0.09472	1	BP
GO:0044719	regulation of imaginal disc-derived wing...	24	2	0.52	0.0955	1	BP
GO:0071287	cellular response to manganese ion	24	2	0.52	0.0955	1	BP
GO:0071679	commissural neuron axon guidance	24	2	0.52	0.0955	1	BP
GO:0015701	bicarbonate transport	24	2	0.52	0.0955	1	BP
GO:0005513	detection of calcium ion	24	2	0.52	0.0955	1	BP
GO:0008284	positive regulation of cell proliferatio...	632	23	13.78	0.09884	1	BP
GO:0030032	lamellipodium assembly	51	3	1.11	0.09952	1	BP
GO:0001941	postsynaptic membrane organization	32	4	0.7	0.10087	1	BP
GO:0070670	response to interleukin-4	43	3	0.94	0.10187	1	BP
GO:0046456	icosanoid biosynthetic process	47	3	1.02	0.10194	1	BP
GO:0002682	regulation of immune system process	847	33	18.47	0.10197	1	BP
GO:0072015	glomerular visceral epithelial cell deve...	25	2	0.55	0.10237	1	BP
GO:0010288	response to lead ion	25	2	0.55	0.10237	1	BP
GO:0002726	positive regulation of T cell cytokine p...	25	2	0.55	0.10237	1	BP
GO:0097755	positive regulation of blood vessel diam...	82	4	1.79	0.1038	1	BP
GO:0072091	regulation of stem cell proliferation	82	4	1.79	0.1038	1	BP
GO:0048265	response to pain	52	3	1.13	0.104	1	BP
GO:0030242	autophagy of peroxisome	5	1	0.11	0.10439	1	BP
GO:0060707	trophoblast giant cell differentiation	5	1	0.11	0.10439	1	BP
GO:1903999	negative regulation of eating behavior	5	1	0.11	0.10439	1	BP
GO:0035080	heat shock-mediated polytene chromosome ...	5	1	0.11	0.10439	1	BP
GO:2000360	negative regulation of binding of sperm ...	5	1	0.11	0.10439	1	BP
GO:1904382	mannose trimming involved in glycoprotei...	5	1	0.11	0.10439	1	BP
GO:0032725	positive regulation of granulocyte macro...	5	1	0.11	0.10439	1	BP
GO:1902358	sulfate transmembrane transport	5	1	0.11	0.10439	1	BP
GO:0043691	reverse cholesterol transport	5	1	0.11	0.10439	1	BP
GO:0048790	maintenance of presynaptic active zone s...	5	1	0.11	0.10439	1	BP
GO:2000286	receptor internalization involved in can...	5	1	0.11	0.10439	1	BP
GO:0016185	synaptic vesicle budding from presynapti...	5	1	0.11	0.10439	1	BP
GO:0036245	cellular response to menadione	5	1	0.11	0.10439	1	BP
GO:2000872	positive regulation of progesterone secr...	5	1	0.11	0.10439	1	BP
GO:1904800	negative regulation of neuron remodeling	5	1	0.11	0.10439	1	BP
GO:0035726	common myeloid progenitor cell prolifera...	5	1	0.11	0.10439	1	BP
GO:0019372	lipoxygenase pathway	5	1	0.11	0.10439	1	BP
GO:0031098	stress-activated protein kinase signalin...	277	15	6.04	0.10457	1	BP
GO:0046426	negative regulation of JAK-STAT cascade	53	3	1.16	0.10856	1	BP
GO:0040036	regulation of fibroblast growth factor r...	53	3	1.16	0.10856	1	BP
GO:0035017	cuticle pattern formation	26	2	0.57	0.10937	1	BP
GO:0007412	axon target recognition	26	2	0.57	0.10937	1	BP
GO:0019430	removal of superoxide radicals	26	2	0.57	0.10937	1	BP
GO:0007411	axon guidance	439	25	9.57	0.11382	1	BP
GO:0051092	positive regulation of NF-kappaB transcr...	85	4	1.85	0.11446	1	BP
GO:0030036	actin cytoskeleton organization	484	15	10.55	0.11588	1	BP
GO:0030198	extracellular matrix organization	339	22	7.39	0.11599	1	BP
GO:0034384	high-density lipoprotein particle cleara...	27	2	0.59	0.11649	1	BP
GO:1900181	negative regulation of protein localizat...	27	2	0.59	0.11649	1	BP
GO:1903431	positive regulation of cell maturation	27	2	0.59	0.11649	1	BP
GO:0008344	adult locomotory behavior	120	5	2.62	0.12148	1	BP
GO:0060216	definitive hemopoiesis	28	2	0.61	0.12372	1	BP
GO:0002082	regulation of oxidative phosphorylation	28	2	0.61	0.12372	1	BP
GO:0015677	copper ion import	6	1	0.13	0.12393	1	BP
GO:0043058	regulation of backward locomotion	6	1	0.13	0.12393	1	BP
GO:0043059	regulation of forward locomotion	6	1	0.13	0.12393	1	BP
GO:1903980	positive regulation of microglial cell a...	6	1	0.13	0.12393	1	BP
GO:0035965	cardiolipin acyl-chain remodeling	6	1	0.13	0.12393	1	BP
GO:0035973	aggrephagy	6	1	0.13	0.12393	1	BP
GO:0043366	beta selection	6	1	0.13	0.12393	1	BP
GO:0072327	vulval cell fate specification	6	1	0.13	0.12393	1	BP
GO:0061327	anterior Malpighian tubule development	6	1	0.13	0.12393	1	BP
GO:0042340	keratan sulfate catabolic process	6	1	0.13	0.12393	1	BP
GO:0046061	dATP catabolic process	6	1	0.13	0.12393	1	BP
GO:0003253	cardiac neural crest cell migration invo...	6	1	0.13	0.12393	1	BP
GO:1900223	positive regulation of amyloid-beta clea...	6	1	0.13	0.12393	1	BP
GO:0061146	Peyer's patch morphogenesis	6	1	0.13	0.12393	1	BP
GO:0045080	positive regulation of chemokine biosynt...	6	1	0.13	0.12393	1	BP
GO:0045040	protein import into mitochondrial outer ...	6	1	0.13	0.12393	1	BP
GO:0014894	response to denervation involved in regu...	6	1	0.13	0.12393	1	BP
GO:0051798	positive regulation of hair follicle dev...	6	1	0.13	0.12393	1	BP
GO:0007185	transmembrane receptor protein tyrosine ...	6	1	0.13	0.12393	1	BP
GO:0001554	luteolysis	6	1	0.13	0.12393	1	BP
GO:0035437	maintenance of protein localization in e...	6	1	0.13	0.12393	1	BP
GO:0061635	regulation of protein complex stability	6	1	0.13	0.12393	1	BP
GO:0010041	response to iron(III) ion	6	1	0.13	0.12393	1	BP
GO:1903751	negative regulation of intrinsic apoptot...	6	1	0.13	0.12393	1	BP
GO:0043922	negative regulation by host of viral tra...	6	1	0.13	0.12393	1	BP
GO:2000646	positive regulation of receptor cataboli...	6	1	0.13	0.12393	1	BP
GO:0001928	regulation of exocyst assembly	6	1	0.13	0.12393	1	BP
GO:1905383	protein localization to presynapse	6	1	0.13	0.12393	1	BP
GO:0060298	positive regulation of sarcomere organiz...	6	1	0.13	0.12393	1	BP
GO:0045647	negative regulation of erythrocyte diffe...	6	1	0.13	0.12393	1	BP
GO:0007155	cell adhesion	764	45	16.66	0.12641	1	BP
GO:0071774	response to fibroblast growth factor	151	9	3.29	0.12708	1	BP
GO:0033146	regulation of intracellular estrogen rec...	29	2	0.63	0.13107	1	BP
GO:2000273	positive regulation of signaling recepto...	29	2	0.63	0.13107	1	BP
GO:0008594	photoreceptor cell morphogenesis	29	2	0.63	0.13107	1	BP
GO:0016203	muscle attachment	58	3	1.26	0.13246	1	BP
GO:0000122	negative regulation of transcription by ...	502	15	10.95	0.13374	1	BP
GO:0046777	protein autophosphorylation	205	8	4.47	0.13732	1	BP
GO:0050830	defense response to Gram-positive bacter...	59	3	1.29	0.13744	1	BP
GO:0042493	response to drug	889	36	19.38	0.14011	1	BP
GO:0043200	response to amino acid	102	7	2.22	0.14018	1	BP
GO:0003011	involuntary skeletal muscle contraction	7	1	0.15	0.14304	1	BP
GO:0033089	positive regulation of T cell differenti...	7	1	0.15	0.14304	1	BP
GO:0045954	positive regulation of natural killer ce...	7	1	0.15	0.14304	1	BP
GO:0010898	positive regulation of triglyceride cata...	7	1	0.15	0.14304	1	BP
GO:0055091	phospholipid homeostasis	7	1	0.15	0.14304	1	BP
GO:0036066	protein O-linked fucosylation	7	1	0.15	0.14304	1	BP
GO:1904155	DN2 thymocyte differentiation	7	1	0.15	0.14304	1	BP
GO:1904156	DN3 thymocyte differentiation	7	1	0.15	0.14304	1	BP
GO:0072679	thymocyte migration	7	1	0.15	0.14304	1	BP
GO:0006116	NADH oxidation	7	1	0.15	0.14304	1	BP
GO:0090074	negative regulation of protein homodimer...	7	1	0.15	0.14304	1	BP
GO:0090038	negative regulation of protein kinase C ...	7	1	0.15	0.14304	1	BP
GO:0035156	fusion cell fate specification	7	1	0.15	0.14304	1	BP
GO:1903748	negative regulation of establishment of ...	7	1	0.15	0.14304	1	BP
GO:1903897	regulation of PERK-mediated unfolded pro...	7	1	0.15	0.14304	1	BP
GO:0090336	positive regulation of brown fat cell di...	7	1	0.15	0.14304	1	BP
GO:0060474	positive regulation of flagellated sperm...	7	1	0.15	0.14304	1	BP
GO:0006663	platelet activating factor biosynthetic ...	7	1	0.15	0.14304	1	BP
GO:0060155	platelet dense granule organization	7	1	0.15	0.14304	1	BP
GO:0045579	positive regulation of B cell differenti...	7	1	0.15	0.14304	1	BP
GO:0030728	ovulation	45	5	0.98	0.14307	1	BP
GO:0007528	neuromuscular junction development	263	9	5.73	0.14309	1	BP
GO:0042098	T cell proliferation	93	4	2.03	0.14507	1	BP
GO:0034162	toll-like receptor 9 signaling pathway	31	2	0.68	0.14603	1	BP
GO:0043124	negative regulation of I-kappaB kinase/N...	31	2	0.68	0.14603	1	BP
GO:0035172	hemocyte proliferation	31	2	0.68	0.14603	1	BP
GO:0034122	negative regulation of toll-like recepto...	32	2	0.7	0.15364	1	BP
GO:0001666	response to hypoxia	278	9	6.06	0.1539	1	BP
GO:0016358	dendrite development	325	16	7.09	0.15632	1	BP
GO:0032465	regulation of cytokinesis	63	3	1.37	0.15799	1	BP
GO:0061074	regulation of neural retina development	10	2	0.22	0.16106	1	BP
GO:0090162	establishment of epithelial cell polarit...	33	2	0.72	0.16133	1	BP
GO:0060729	intestinal epithelial structure maintena...	8	1	0.17	0.16174	1	BP
GO:0006983	ER overload response	8	1	0.17	0.16174	1	BP
GO:0002363	alpha-beta T cell lineage commitment	8	1	0.17	0.16174	1	BP
GO:0032305	positive regulation of icosanoid secreti...	8	1	0.17	0.16174	1	BP
GO:0043129	surfactant homeostasis	8	1	0.17	0.16174	1	BP
GO:0032486	Rap protein signal transduction	8	1	0.17	0.16174	1	BP
GO:0009957	epidermal cell fate specification	8	1	0.17	0.16174	1	BP
GO:0007377	germ-band extension	8	1	0.17	0.16174	1	BP
GO:0007313	maternal specification of dorsal/ventral...	8	1	0.17	0.16174	1	BP
GO:0007301	female germline ring canal formation	8	1	0.17	0.16174	1	BP
GO:0002710	negative regulation of T cell mediated i...	8	1	0.17	0.16174	1	BP
GO:0032793	positive regulation of CREB transcriptio...	8	1	0.17	0.16174	1	BP
GO:1905907	negative regulation of amyloid fibril fo...	8	1	0.17	0.16174	1	BP
GO:0071803	positive regulation of podosome assembly	8	1	0.17	0.16174	1	BP
GO:1990637	response to prolactin	8	1	0.17	0.16174	1	BP
GO:0021551	central nervous system morphogenesis	8	1	0.17	0.16174	1	BP
GO:0015884	folic acid transport	8	1	0.17	0.16174	1	BP
GO:0031915	positive regulation of synaptic plastici...	8	1	0.17	0.16174	1	BP
GO:0010455	positive regulation of cell fate commitm...	8	1	0.17	0.16174	1	BP
GO:0070291	N-acylethanolamine metabolic process	8	1	0.17	0.16174	1	BP
GO:0048469	cell maturation	350	16	7.63	0.16605	1	BP
GO:0006968	cellular defense response	34	2	0.74	0.16909	1	BP
GO:0045652	regulation of megakaryocyte differentiat...	34	2	0.74	0.16909	1	BP
GO:0050727	regulation of inflammatory response	159	9	3.47	0.17115	1	BP
GO:0051056	regulation of small GTPase mediated sign...	169	9	3.68	0.17123	1	BP
GO:0051591	response to cAMP	66	3	1.44	0.17399	1	BP
GO:0042149	cellular response to glucose starvation	35	2	0.76	0.1769	1	BP
GO:0097501	stress response to metal ion	12	2	0.26	0.17931	1	BP
GO:0097242	amyloid-beta clearance	15	2	0.33	0.17936	1	BP
GO:0060576	intestinal epithelial cell development	9	1	0.2	0.18003	1	BP
GO:0010875	positive regulation of cholesterol efflu...	9	1	0.2	0.18003	1	BP
GO:0048050	post-embryonic eye morphogenesis	9	1	0.2	0.18003	1	BP
GO:0031394	positive regulation of prostaglandin bio...	9	1	0.2	0.18003	1	BP
GO:0042167	heme catabolic process	9	1	0.2	0.18003	1	BP
GO:0043217	myelin maintenance	9	1	0.2	0.18003	1	BP
GO:0051131	chaperone-mediated protein complex assem...	9	1	0.2	0.18003	1	BP
