GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0019120	hydrolase activity, acting on acid halid...	3	0	0.06	1	1	MF
GO:0019135	deoxyhypusine monooxygenase activity	1	0	0.02	1	1	MF
GO:0019136	deoxynucleoside kinase activity	1	0	0.02	1	1	MF
GO:0019145	aminobutyraldehyde dehydrogenase activit...	1	0	0.02	1	1	MF
GO:0019150	D-ribulokinase activity	1	0	0.02	1	1	MF
GO:0019157	malate oxidase activity	2	0	0.04	1	1	MF
GO:0019158	mannokinase activity	2	0	0.04	1	1	MF
GO:0019166	trans-2-enoyl-CoA reductase (NADPH) acti...	3	0	0.06	1	1	MF
GO:0019171	3-hydroxyacyl-[acyl-carrier-protein] deh...	2	0	0.04	1	1	MF
GO:0019187	beta-1,4-mannosyltransferase activity	1	0	0.02	1	1	MF
GO:0019202	amino acid kinase activity	8	0	0.15	1	1	MF
GO:0019203	carbohydrate phosphatase activity	5	0	0.1	1	1	MF
GO:0019205	nucleobase-containing compound kinase ac...	44	0	0.85	1	1	MF
GO:0019206	nucleoside kinase activity	11	0	0.21	1	1	MF
GO:0019208	phosphatase regulator activity	39	0	0.75	1	1	MF
GO:0019211	phosphatase activator activity	8	0	0.15	1	1	MF
GO:0019212	phosphatase inhibitor activity	13	0	0.25	1	1	MF
GO:0019213	deacetylase activity	32	0	0.62	1	1	MF
GO:0019237	centromeric DNA binding	6	0	0.12	1	1	MF
GO:0019238	cyclohydrolase activity	7	0	0.13	1	1	MF
GO:0019239	deaminase activity	19	0	0.37	1	1	MF
GO:0019531	oxalate transmembrane transporter activi...	3	0	0.06	1	1	MF
GO:0019534	toxin transmembrane transporter activity	13	0	0.25	1	1	MF
GO:0019706	protein-cysteine S-palmitoyltransferase ...	12	0	0.23	1	1	MF
GO:0019707	protein-cysteine S-acyltransferase activ...	12	0	0.23	1	1	MF
GO:0019776	Atg8 ligase activity	2	0	0.04	1	1	MF
GO:0019777	Atg12 transferase activity	2	0	0.04	1	1	MF
GO:0019778	Atg12 activating enzyme activity	1	0	0.02	1	1	MF
GO:0019779	Atg8 activating enzyme activity	1	0	0.02	1	1	MF
GO:0019781	NEDD8 activating enzyme activity	2	0	0.04	1	1	MF
GO:0019784	NEDD8-specific protease activity	4	0	0.08	1	1	MF
GO:0019785	ISG15-specific protease activity	1	0	0.02	1	1	MF
GO:0019788	NEDD8 transferase activity	6	0	0.12	1	1	MF
GO:0019789	SUMO transferase activity	10	0	0.19	1	1	MF
GO:0019798	procollagen-proline dioxygenase activity	3	0	0.06	1	1	MF
GO:0019799	tubulin N-acetyltransferase activity	1	0	0.02	1	1	MF
GO:0019807	aspartoacylase activity	1	0	0.02	1	1	MF
GO:0019808	polyamine binding	16	0	0.31	1	1	MF
GO:0019809	spermidine binding	1	0	0.02	1	1	MF
GO:0019810	putrescine binding	1	0	0.02	1	1	MF
GO:0019825	oxygen binding	5	0	0.1	1	1	MF
GO:0019826	oxygen sensor activity	2	0	0.04	1	1	MF
GO:0019828	aspartic-type endopeptidase inhibitor ac...	1	0	0.02	1	1	MF
GO:0019840	isoprenoid binding	20	0	0.39	1	1	MF
GO:0019841	retinol binding	1	0	0.02	1	1	MF
GO:0019843	rRNA binding	49	0	0.94	1	1	MF
GO:0019855	calcium channel inhibitor activity	4	0	0.08	1	1	MF
GO:0019864	IgG binding	13	0	0.25	1	1	MF
GO:0019865	immunoglobulin binding	13	0	0.25	1	1	MF
GO:0019869	chloride channel inhibitor activity	5	0	0.1	1	1	MF
GO:0019870	potassium channel inhibitor activity	17	0	0.33	1	1	MF
GO:0019871	sodium channel inhibitor activity	5	0	0.1	1	1	MF
GO:0019888	protein phosphatase regulator activity	33	0	0.64	1	1	MF
GO:0019894	kinesin binding	45	0	0.87	1	1	MF
GO:0019905	syntaxin binding	64	0	1.23	1	1	MF
GO:0019911	structural constituent of myelin sheath	1	0	0.02	1	1	MF
GO:0019912	cyclin-dependent protein kinase activati...	1	0	0.02	1	1	MF
GO:0019948	SUMO activating enzyme activity	2	0	0.04	1	1	MF
GO:0019956	chemokine binding	7	0	0.13	1	1	MF
GO:0019957	C-C chemokine binding	7	0	0.13	1	1	MF
GO:0019961	interferon binding	1	0	0.02	1	1	MF
GO:0019964	interferon-gamma binding	1	0	0.02	1	1	MF
GO:0019966	interleukin-1 binding	8	0	0.15	1	1	MF
GO:0019992	diacylglycerol binding	6	0	0.12	1	1	MF
GO:0022821	potassium ion antiporter activity	10	0	0.19	1	1	MF
GO:0022824	transmitter-gated ion channel activity	17	0	0.33	1	1	MF
GO:0022829	wide pore channel activity	1	0	0.02	1	1	MF
GO:0022832	voltage-gated channel activity	89	0	1.71	1	1	MF
GO:0022835	transmitter-gated channel activity	17	0	0.33	1	1	MF
GO:0022840	leak channel activity	11	0	0.21	1	1	MF
GO:0022841	potassium ion leak channel activity	10	0	0.19	1	1	MF
GO:0022842	narrow pore channel activity	11	0	0.21	1	1	MF
GO:0022843	voltage-gated cation channel activity	75	0	1.44	1	1	MF
GO:0022848	acetylcholine-gated cation-selective cha...	4	0	0.08	1	1	MF
GO:0022849	glutamate-gated calcium ion channel acti...	4	0	0.08	1	1	MF
GO:0022851	GABA-gated chloride ion channel activity	7	0	0.13	1	1	MF
GO:0022852	glycine-gated chloride ion channel activ...	5	0	0.1	1	1	MF
GO:0022858	alanine transmembrane transporter activi...	4	0	0.08	1	1	MF
GO:0022883	zinc efflux transmembrane transporter ac...	2	0	0.04	1	1	MF
GO:0022884	macromolecule transmembrane transporter ...	18	0	0.35	1	1	MF
GO:0022889	serine transmembrane transporter activit...	5	0	0.1	1	1	MF
GO:0023023	MHC protein complex binding	1	0	0.02	1	1	MF
GO:0023025	MHC class Ib protein complex binding	1	0	0.02	1	1	MF
GO:0023029	MHC class Ib protein binding	1	0	0.02	1	1	MF
GO:0023030	MHC class Ib protein binding, via antige...	1	0	0.02	1	1	MF
GO:0030020	extracellular matrix structural constitu...	1	0	0.02	1	1	MF
GO:0030060	L-malate dehydrogenase activity	4	0	0.08	1	1	MF
GO:0030144	alpha-1,6-mannosylglycoprotein 6-beta-N-...	5	0	0.1	1	1	MF
GO:0030145	manganese ion binding	43	0	0.83	1	1	MF
GO:0030151	molybdenum ion binding	4	0	0.08	1	1	MF
GO:0030156	benzodiazepine receptor binding	1	0	0.02	1	1	MF
GO:0030158	protein xylosyltransferase activity	1	0	0.02	1	1	MF
GO:0030159	receptor signaling complex scaffold acti...	13	0	0.25	1	1	MF
GO:0030160	GKAP/Homer scaffold activity	1	0	0.02	1	1	MF
GO:0030169	low-density lipoprotein particle binding	11	0	0.21	1	1	MF
GO:0030170	pyridoxal phosphate binding	25	0	0.48	1	1	MF
GO:0030171	voltage-gated proton channel activity	3	0	0.06	1	1	MF
GO:0030215	semaphorin receptor binding	6	0	0.12	1	1	MF
GO:0030226	apolipoprotein receptor activity	4	0	0.08	1	1	MF
GO:0030228	lipoprotein particle receptor activity	24	0	0.46	1	1	MF
GO:0030229	very-low-density lipoprotein particle re...	1	0	0.02	1	1	MF
GO:0030233	deoxynucleotide transmembrane transporte...	1	0	0.02	1	1	MF
GO:0030235	nitric-oxide synthase regulator activity	5	0	0.1	1	1	MF
GO:0030247	polysaccharide binding	21	0	0.4	1	1	MF
GO:0030249	guanylate cyclase regulator activity	1	0	0.02	1	1	MF
GO:0030250	guanylate cyclase activator activity	1	0	0.02	1	1	MF
GO:0030267	glyoxylate reductase (NADP) activity	1	0	0.02	1	1	MF
GO:0030272	5-formyltetrahydrofolate cyclo-ligase ac...	1	0	0.02	1	1	MF
GO:0030274	LIM domain binding	5	0	0.1	1	1	MF
GO:0030275	LRR domain binding	13	0	0.25	1	1	MF
GO:0030283	testosterone dehydrogenase [NAD(P)] acti...	2	0	0.04	1	1	MF
GO:0030290	sphingolipid activator protein activity	1	0	0.02	1	1	MF
GO:0030292	protein tyrosine kinase inhibitor activi...	3	0	0.06	1	1	MF
GO:0030305	heparanase activity	2	0	0.04	1	1	MF
GO:0030306	ADP-ribosylation factor binding	9	0	0.17	1	1	MF
GO:0030331	estrogen receptor binding	33	0	0.64	1	1	MF
GO:0030332	cyclin binding	22	0	0.42	1	1	MF
GO:0030337	DNA polymerase processivity factor activ...	2	0	0.04	1	1	MF
GO:0030342	1-alpha,25-dihydroxyvitamin D3 24-hydrox...	7	0	0.13	1	1	MF
GO:0030343	vitamin D3 25-hydroxylase activity	1	0	0.02	1	1	MF
GO:0030346	protein phosphatase 2B binding	7	0	0.13	1	1	MF
GO:0030348	syntaxin-3 binding	2	0	0.04	1	1	MF
GO:0030350	iron-responsive element binding	2	0	0.04	1	1	MF
GO:0030366	molybdopterin synthase activity	2	0	0.04	1	1	MF
GO:0030369	ICAM-3 receptor activity	4	0	0.08	1	1	MF
GO:0030371	translation repressor activity	15	0	0.29	1	1	MF
GO:0030372	high molecular weight B cell growth fact...	1	0	0.02	1	1	MF
GO:0030374	nuclear receptor transcription coactivat...	46	0	0.89	1	1	MF
GO:0030375	thyroid hormone receptor coactivator act...	4	0	0.08	1	1	MF
GO:0030378	serine racemase activity	3	0	0.06	1	1	MF
GO:0030379	neurotensin receptor activity, non-G pro...	3	0	0.06	1	1	MF
GO:0030387	fructosamine-3-kinase activity	1	0	0.02	1	1	MF
GO:0030407	formimidoyltransferase activity	1	0	0.02	1	1	MF
GO:0030409	glutamate formimidoyltransferase activit...	1	0	0.02	1	1	MF
GO:0030412	formimidoyltetrahydrofolate cyclodeamina...	1	0	0.02	1	1	MF
GO:0030429	kynureninase activity	1	0	0.02	1	1	MF
GO:0030506	ankyrin binding	23	0	0.44	1	1	MF
GO:0030515	snoRNA binding	27	0	0.52	1	1	MF
GO:0030519	snoRNP binding	1	0	0.02	1	1	MF
GO:0030523	dihydrolipoamide S-acyltransferase activ...	2	0	0.04	1	1	MF
GO:0030547	receptor inhibitor activity	12	0	0.23	1	1	MF
GO:0030549	acetylcholine receptor activator activit...	2	0	0.04	1	1	MF
GO:0030551	cyclic nucleotide binding	28	0	0.54	1	1	MF
GO:0030552	cAMP binding	8	0	0.15	1	1	MF
GO:0030553	cGMP binding	11	0	0.21	1	1	MF
GO:0030572	phosphatidyltransferase activity	1	0	0.02	1	1	MF
GO:0030580	quinone cofactor methyltransferase activ...	1	0	0.02	1	1	MF
GO:0030586	[methionine synthase] reductase activity	1	0	0.02	1	1	MF
GO:0030594	neurotransmitter receptor activity	51	0	0.98	1	1	MF
GO:0030616	transforming growth factor beta receptor...	1	0	0.02	1	1	MF
GO:0030617	transforming growth factor beta receptor...	1	0	0.02	1	1	MF
GO:0030618	transforming growth factor beta receptor...	2	0	0.04	1	1	MF
GO:0030619	U1 snRNA binding	5	0	0.1	1	1	MF
GO:0030620	U2 snRNA binding	7	0	0.13	1	1	MF
GO:0030621	U4 snRNA binding	6	0	0.12	1	1	MF
GO:0030622	U4atac snRNA binding	3	0	0.06	1	1	MF
GO:0030623	U5 snRNA binding	1	0	0.02	1	1	MF
GO:0030626	U12 snRNA binding	1	0	0.02	1	1	MF
GO:0030627	pre-mRNA 5'-splice site binding	1	0	0.02	1	1	MF
GO:0030628	pre-mRNA 3'-splice site binding	5	0	0.1	1	1	MF
GO:0030676	Rac guanyl-nucleotide exchange factor ac...	10	0	0.19	1	1	MF
GO:0030729	acetoacetate-CoA ligase activity	1	0	0.02	1	1	MF
GO:0030731	guanidinoacetate N-methyltransferase act...	1	0	0.02	1	1	MF
GO:0030735	carnosine N-methyltransferase activity	1	0	0.02	1	1	MF
GO:0030742	GTP-dependent protein binding	13	0	0.25	1	1	MF
GO:0030748	amine N-methyltransferase activity	1	0	0.02	1	1	MF
GO:0030760	pyridine N-methyltransferase activity	1	0	0.02	1	1	MF
GO:0030791	arsenite methyltransferase activity	2	0	0.04	1	1	MF
GO:0030792	methylarsonite methyltransferase activit...	2	0	0.04	1	1	MF
GO:0030899	calcium-dependent ATPase activity	4	0	0.08	1	1	MF
GO:0030911	TPR domain binding	3	0	0.06	1	1	MF
GO:0030942	endoplasmic reticulum signal peptide bin...	1	0	0.02	1	1	MF
GO:0030943	mitochondrion targeting sequence binding	3	0	0.06	1	1	MF
GO:0030946	protein tyrosine phosphatase activity, m...	1	0	0.02	1	1	MF
GO:0030955	potassium ion binding	8	0	0.15	1	1	MF
GO:0030957	Tat protein binding	5	0	0.1	1	1	MF
GO:0030971	receptor tyrosine kinase binding	40	0	0.77	1	1	MF
GO:0030976	thiamine pyrophosphate binding	5	0	0.1	1	1	MF
GO:0030983	mismatched DNA binding	10	0	0.19	1	1	MF
GO:0031005	filamin binding	3	0	0.06	1	1	MF
GO:0031013	troponin I binding	2	0	0.04	1	1	MF
GO:0031014	troponin T binding	2	0	0.04	1	1	MF
GO:0031071	cysteine desulfurase activity	2	0	0.04	1	1	MF
GO:0031073	cholesterol 26-hydroxylase activity	1	0	0.02	1	1	MF
GO:0031151	histone methyltransferase activity (H3-K...	1	0	0.02	1	1	MF
GO:0031176	endo-1,4-beta-xylanase activity	1	0	0.02	1	1	MF
GO:0031177	phosphopantetheine binding	2	0	0.04	1	1	MF
GO:0031208	POZ domain binding	4	0	0.08	1	1	MF
GO:0031210	phosphatidylcholine binding	12	0	0.23	1	1	MF
GO:0031249	denatured protein binding	3	0	0.06	1	1	MF
GO:0031370	eukaryotic initiation factor 4G binding	1	0	0.02	1	1	MF
GO:0031386	protein tag	6	0	0.12	1	1	MF
GO:0031402	sodium ion binding	7	0	0.13	1	1	MF
GO:0031403	lithium ion binding	2	0	0.04	1	1	MF
GO:0031404	chloride ion binding	17	0	0.33	1	1	MF
GO:0031405	lipoic acid binding	3	0	0.06	1	1	MF
GO:0031418	L-ascorbic acid binding	1	0	0.02	1	1	MF
GO:0031420	alkali metal ion binding	10	0	0.19	1	1	MF
GO:0031432	titin binding	3	0	0.06	1	1	MF
GO:0031433	telethonin binding	9	0	0.17	1	1	MF
GO:0031434	mitogen-activated protein kinase kinase ...	13	0	0.25	1	1	MF
GO:0031473	myosin III binding	1	0	0.02	1	1	MF
GO:0031489	myosin V binding	9	0	0.17	1	1	MF
GO:0031491	nucleosome binding	22	0	0.42	1	1	MF
GO:0031492	nucleosomal DNA binding	7	0	0.13	1	1	MF
GO:0031493	nucleosomal histone binding	6	0	0.12	1	1	MF
GO:0031543	peptidyl-proline dioxygenase activity	5	0	0.1	1	1	MF
GO:0031544	peptidyl-proline 3-dioxygenase activity	1	0	0.02	1	1	MF
GO:0031545	peptidyl-proline 4-dioxygenase activity	4	0	0.08	1	1	MF
GO:0031593	polyubiquitin modification-dependent pro...	31	0	0.6	1	1	MF
GO:0031624	ubiquitin conjugating enzyme binding	42	0	0.81	1	1	MF
GO:0031626	beta-endorphin binding	1	0	0.02	1	1	MF
GO:0031628	opioid receptor binding	1	0	0.02	1	1	MF
GO:0031681	G-protein beta-subunit binding	1	0	0.02	1	1	MF
GO:0031682	G-protein gamma-subunit binding	1	0	0.02	1	1	MF
GO:0031683	G-protein beta/gamma-subunit complex bin...	7	0	0.13	1	1	MF
GO:0031685	adenosine receptor binding	5	0	0.1	1	1	MF
GO:0031687	A2A adenosine receptor binding	3	0	0.06	1	1	MF
GO:0031690	adrenergic receptor binding	13	0	0.25	1	1	MF
GO:0031691	alpha-1A adrenergic receptor binding	1	0	0.02	1	1	MF
GO:0031692	alpha-1B adrenergic receptor binding	1	0	0.02	1	1	MF
GO:0031694	alpha-2A adrenergic receptor binding	3	0	0.06	1	1	MF
GO:0031697	beta-1 adrenergic receptor binding	2	0	0.04	1	1	MF
GO:0031698	beta-2 adrenergic receptor binding	3	0	0.06	1	1	MF
GO:0031699	beta-3 adrenergic receptor binding	4	0	0.08	1	1	MF
GO:0031701	angiotensin receptor binding	7	0	0.13	1	1	MF
GO:0031702	type 1 angiotensin receptor binding	7	0	0.13	1	1	MF
GO:0031711	bradykinin receptor binding	3	0	0.06	1	1	MF
GO:0031713	B2 bradykinin receptor binding	3	0	0.06	1	1	MF
GO:0031717	cannabinoid receptor binding	1	0	0.02	1	1	MF
GO:0031718	type 1 cannabinoid receptor binding	1	0	0.02	1	1	MF
GO:0031727	CCR2 chemokine receptor binding	1	0	0.02	1	1	MF
GO:0031730	CCR5 chemokine receptor binding	1	0	0.02	1	1	MF
GO:0031748	D1 dopamine receptor binding	10	0	0.19	1	1	MF
GO:0031749	D2 dopamine receptor binding	6	0	0.12	1	1	MF
GO:0031750	D3 dopamine receptor binding	2	0	0.04	1	1	MF
GO:0031751	D4 dopamine receptor binding	2	0	0.04	1	1	MF
GO:0031752	D5 dopamine receptor binding	1	0	0.02	1	1	MF
GO:0031753	endothelial differentiation G protein-co...	1	0	0.02	1	1	MF
GO:0031755	Edg-2 lysophosphatidic acid receptor bin...	1	0	0.02	1	1	MF
GO:0031762	follicle-stimulating hormone receptor bi...	2	0	0.04	1	1	MF
GO:0031802	type 5 metabotropic glutamate receptor b...	1	0	0.02	1	1	MF
GO:0031821	G protein-coupled serotonin receptor bin...	3	0	0.06	1	1	MF
GO:0031826	type 2A serotonin receptor binding	2	0	0.04	1	1	MF
GO:0031849	olfactory receptor binding	1	0	0.02	1	1	MF
GO:0031852	mu-type opioid receptor binding	1	0	0.02	1	1	MF
GO:0031859	platelet activating factor receptor bind...	1	0	0.02	1	1	MF
GO:0031862	prostanoid receptor binding	1	0	0.02	1	1	MF
GO:0031867	EP4 subtype prostaglandin E2 receptor bi...	1	0	0.02	1	1	MF
GO:0031871	proteinase activated receptor binding	2	0	0.04	1	1	MF
GO:0031883	taste receptor binding	1	0	0.02	1	1	MF
GO:0031893	vasopressin receptor binding	2	0	0.04	1	1	MF
GO:0031894	V1A vasopressin receptor binding	1	0	0.02	1	1	MF
GO:0031896	V2 vasopressin receptor binding	1	0	0.02	1	1	MF
GO:0031957	very long-chain fatty acid-CoA ligase ac...	5	0	0.1	1	1	MF
GO:0031994	insulin-like growth factor I binding	2	0	0.04	1	1	MF
GO:0031995	insulin-like growth factor II binding	5	0	0.1	1	1	MF
GO:0031996	thioesterase binding	31	0	0.6	1	1	MF
GO:0032028	myosin head/neck binding	1	0	0.02	1	1	MF
GO:0032029	myosin tail binding	1	0	0.02	1	1	MF
GO:0032033	myosin II light chain binding	6	0	0.12	1	1	MF
GO:0032038	myosin II heavy chain binding	6	0	0.12	1	1	MF
GO:0032050	clathrin heavy chain binding	9	0	0.17	1	1	MF
GO:0032051	clathrin light chain binding	3	0	0.06	1	1	MF
GO:0032052	bile acid binding	5	0	0.1	1	1	MF
GO:0032129	histone deacetylase activity (H3-K9 spec...	2	0	0.04	1	1	MF
GO:0032135	DNA insertion or deletion binding	5	0	0.1	1	1	MF
GO:0032136	adenine/cytosine mispair binding	3	0	0.06	1	1	MF
GO:0032137	guanine/thymine mispair binding	4	0	0.08	1	1	MF
GO:0032138	single base insertion or deletion bindin...	3	0	0.06	1	1	MF
GO:0032145	succinate-semialdehyde dehydrogenase bin...	1	0	0.02	1	1	MF
GO:0032183	SUMO binding	7	0	0.13	1	1	MF
GO:0032184	SUMO polymer binding	1	0	0.02	1	1	MF
GO:0032217	riboflavin transmembrane transporter act...	6	0	0.12	1	1	MF
GO:0032266	phosphatidylinositol-3-phosphate binding	53	0	1.02	1	1	MF
GO:0032296	double-stranded RNA-specific ribonucleas...	6	0	0.12	1	1	MF
GO:0032356	oxidized DNA binding	9	0	0.17	1	1	MF
GO:0032357	oxidized purine DNA binding	8	0	0.15	1	1	MF
GO:0032358	oxidized pyrimidine DNA binding	1	0	0.02	1	1	MF
GO:0032404	mismatch repair complex binding	4	0	0.08	1	1	MF
GO:0032405	MutLalpha complex binding	3	0	0.06	1	1	MF
GO:0032407	MutSalpha complex binding	4	0	0.08	1	1	MF
GO:0032427	GBD domain binding	2	0	0.04	1	1	MF
GO:0032451	demethylase activity	21	0	0.4	1	1	MF
GO:0032452	histone demethylase activity	13	0	0.25	1	1	MF
GO:0032453	histone demethylase activity (H3-K4 spec...	6	0	0.12	1	1	MF
GO:0032454	histone demethylase activity (H3-K9 spec...	4	0	0.08	1	1	MF
GO:0032500	muramyl dipeptide binding	1	0	0.02	1	1	MF
GO:0032542	sulfiredoxin activity	2	0	0.04	1	1	MF
GO:0032551	pyrimidine ribonucleoside binding	2	0	0.04	1	1	MF
GO:0032552	deoxyribonucleotide binding	5	0	0.1	1	1	MF
GO:0032554	purine deoxyribonucleotide binding	4	0	0.08	1	1	MF
GO:0032556	pyrimidine deoxyribonucleotide binding	1	0	0.02	1	1	MF
GO:0032557	pyrimidine ribonucleotide binding	3	0	0.06	1	1	MF
GO:0032558	adenyl deoxyribonucleotide binding	2	0	0.04	1	1	MF
GO:0032560	guanyl deoxyribonucleotide binding	2	0	0.04	1	1	MF
GO:0032564	dATP binding	1	0	0.02	1	1	MF
GO:0032567	dGTP binding	2	0	0.04	1	1	MF
GO:0032574	5'-3' RNA helicase activity	2	0	0.04	1	1	MF
GO:0032575	ATP-dependent 5'-3' RNA helicase activit...	2	0	0.04	1	1	MF
GO:0032767	copper-dependent protein binding	2	0	0.04	1	1	MF
GO:0032794	GTPase activating protein binding	29	0	0.56	1	1	MF
GO:0032795	heterotrimeric G-protein binding	2	0	0.04	1	1	MF
GO:0032810	sterol response element binding	2	0	0.04	1	1	MF
GO:0032813	tumor necrosis factor receptor superfami...	55	0	1.06	1	1	MF
GO:0032896	palmitoyl-CoA 9-desaturase activity	2	0	0.04	1	1	MF
GO:0032947	protein-containing complex scaffold acti...	52	0	1	1	1	MF
GO:0032977	membrane insertase activity	3	0	0.06	1	1	MF
GO:0033130	acetylcholine receptor binding	6	0	0.12	1	1	MF
GO:0033134	ubiquitin activating enzyme binding	2	0	0.04	1	1	MF
GO:0033142	progesterone receptor binding	1	0	0.02	1	1	MF
GO:0033149	FFAT motif binding	1	0	0.02	1	1	MF
GO:0033170	protein-DNA loading ATPase activity	1	0	0.02	1	1	MF
GO:0033188	sphingomyelin synthase activity	1	0	0.02	1	1	MF
GO:0033192	calmodulin-dependent protein phosphatase...	2	0	0.04	1	1	MF
GO:0033204	ribonuclease P RNA binding	1	0	0.02	1	1	MF
GO:0033207	beta-1,4-N-acetylgalactosaminyltransfera...	3	0	0.06	1	1	MF
GO:0033220	amide-transporting ATPase activity	4	0	0.08	1	1	MF
GO:0033222	xylose binding	1	0	0.02	1	1	MF
GO:0033265	choline binding	2	0	0.04	1	1	MF
GO:0033283	organic acid-transporting ATPase activit...	8	0	0.15	1	1	MF
GO:0033284	carboxylic acid-transporting ATPase acti...	8	0	0.15	1	1	MF
GO:0033285	monocarboxylic acid-transporting ATPase ...	8	0	0.15	1	1	MF
GO:0033293	monocarboxylic acid binding	48	0	0.92	1	1	MF
GO:0033300	dehydroascorbic acid transmembrane trans...	6	0	0.12	1	1	MF
GO:0033328	peroxisome membrane targeting sequence b...	1	0	0.02	1	1	MF
GO:0033549	MAP kinase phosphatase activity	5	0	0.1	1	1	MF
GO:0033558	protein deacetylase activity	26	0	0.5	1	1	MF
GO:0033560	folate reductase activity	1	0	0.02	1	1	MF
GO:0033592	RNA strand annealing activity	4	0	0.08	1	1	MF
GO:0033612	receptor serine/threonine kinase binding	20	0	0.39	1	1	MF
GO:0033677	DNA/RNA helicase activity	3	0	0.06	1	1	MF
GO:0033678	5'-3' DNA/RNA helicase activity	1	0	0.02	1	1	MF
GO:0033679	3'-5' DNA/RNA helicase activity	1	0	0.02	1	1	MF
GO:0033680	ATP-dependent DNA/RNA helicase activity	2	0	0.04	1	1	MF
GO:0033681	ATP-dependent 3'-5' DNA/RNA helicase act...	1	0	0.02	1	1	MF
GO:0033682	ATP-dependent 5'-3' DNA/RNA helicase act...	1	0	0.02	1	1	MF
GO:0033743	peptide-methionine (R)-S-oxide reductase...	1	0	0.02	1	1	MF
GO:0033746	histone demethylase activity (H3-R2 spec...	1	0	0.02	1	1	MF
GO:0033749	histone demethylase activity (H4-R3 spec...	1	0	0.02	1	1	MF
GO:0033764	steroid dehydrogenase activity, acting o...	12	0	0.23	1	1	MF
GO:0033765	steroid dehydrogenase activity, acting o...	2	0	0.04	1	1	MF
GO:0033781	cholesterol 24-hydroxylase activity	6	0	0.12	1	1	MF
GO:0033787	cyanocobalamin reductase (cyanide-elimin...	1	0	0.02	1	1	MF
GO:0033791	3alpha,7alpha,12alpha-trihydroxy-5beta-c...	2	0	0.04	1	1	MF
GO:0033797	selenate reductase activity	3	0	0.06	1	1	MF
GO:0033798	thyroxine 5-deiodinase activity	2	0	0.04	1	1	MF
GO:0033814	propanoyl-CoA C-acyltransferase activity	1	0	0.02	1	1	MF
GO:0033818	beta-ketoacyl-acyl-carrier-protein synth...	1	0	0.02	1	1	MF
GO:0033819	lipoyl(octanoyl) transferase activity	3	0	0.06	1	1	MF
GO:0033823	procollagen glucosyltransferase activity	1	0	0.02	1	1	MF
GO:0033829	O-fucosylpeptide 3-beta-N-acetylglucosam...	1	0	0.02	1	1	MF
GO:0033856	pyridoxine 5'-phosphate synthase activit...	1	0	0.02	1	1	MF
GO:0033857	diphosphoinositol-pentakisphosphate kina...	2	0	0.04	1	1	MF
GO:0033862	UMP kinase activity	2	0	0.04	1	1	MF
GO:0033925	mannosyl-glycoprotein endo-beta-N-acetyl...	1	0	0.02	1	1	MF
GO:0033961	cis-stilbene-oxide hydrolase activity	1	0	0.02	1	1	MF
GO:0034012	FAD-AMP lyase (cyclizing) activity	1	0	0.02	1	1	MF
GO:0034022	3-(hydroxyamino)phenol mutase activity	2	0	0.04	1	1	MF
GO:0034028	5-(carboxyamino)imidazole ribonucleotide...	1	0	0.02	1	1	MF
GO:0034038	deoxyhypusine synthase activity	2	0	0.04	1	1	MF
GO:0034039	8-oxo-7,8-dihydroguanine DNA N-glycosyla...	1	0	0.02	1	1	MF
GO:0034040	lipid-transporting ATPase activity	11	0	0.21	1	1	MF
GO:0034041	sterol-transporting ATPase activity	1	0	0.02	1	1	MF
GO:0034042	5-formyluracil DNA N-glycosylase activit...	1	0	0.02	1	1	MF
GO:0034043	5-hydroxymethyluracil DNA N-glycosylase ...	1	0	0.02	1	1	MF
GO:0034046	poly(G) binding	6	0	0.12	1	1	MF
GO:0034056	estrogen response element binding	3	0	0.06	1	1	MF
GO:0034057	RNA strand-exchange activity	2	0	0.04	1	1	MF
GO:0034061	DNA polymerase activity	32	0	0.62	1	1	MF
GO:0034062	5'-3' RNA polymerase activity	37	0	0.71	1	1	MF
GO:0034185	apolipoprotein binding	15	0	0.29	1	1	MF
GO:0034186	apolipoprotein A-I binding	2	0	0.04	1	1	MF
GO:0034188	apolipoprotein A-I receptor activity	2	0	0.04	1	1	MF
GO:0034190	apolipoprotein receptor binding	2	0	0.04	1	1	MF
GO:0034191	apolipoprotein A-I receptor binding	2	0	0.04	1	1	MF
GO:0034200	D,D-heptose 1,7-bisphosphate phosphatase...	1	0	0.02	1	1	MF
GO:0034211	GTP-dependent protein kinase activity	1	0	0.02	1	1	MF
GO:0034212	peptide N-acetyltransferase activity	27	0	0.52	1	1	MF
GO:0034235	GPI anchor binding	1	0	0.02	1	1	MF
GO:0034236	protein kinase A catalytic subunit bindi...	8	0	0.15	1	1	MF
GO:0034237	protein kinase A regulatory subunit bind...	6	0	0.12	1	1	MF
GO:0034246	mitochondrial sequence-specific DNA-bind...	1	0	0.02	1	1	MF
GO:0034335	DNA supercoiling activity	6	0	0.12	1	1	MF
GO:0034336	misfolded RNA binding	1	0	0.02	1	1	MF
GO:0034338	short-chain carboxylesterase activity	1	0	0.02	1	1	MF
GO:0034353	RNA pyrophosphohydrolase activity	2	0	0.04	1	1	MF
GO:0034416	bisphosphoglycerate phosphatase activity	3	0	0.06	1	1	MF
GO:0034417	bisphosphoglycerate 3-phosphatase activi...	3	0	0.06	1	1	MF
