gene1	gene2	relationship	orthogroup1	orthogroup2
Hvul_g16802_1	Hvul_g3307_1	inparalog_int	THAP_finger.HG1.24:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.24:like:THAP6/THAP11:likeclu:25/28
Hvul_g1376_1	Hvul_g3307_1	inparalog_int	THAP_finger.HG1.24:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.24:like:THAP6/THAP11:likeclu:25/28
Hvul_g7880_1	Hvul_g3307_1	inparalog_int	THAP_finger.HG1.24:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.24:like:THAP6/THAP11:likeclu:25/28
Hvul_g13399_1	Hvul_g3307_1	inparalog_int	THAP_finger.HG1.24:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.24:like:THAP6/THAP11:likeclu:25/28
Hvul_g6350_1	Hvul_g3307_1	inparalog_int	THAP_finger.HG1.24:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.24:like:THAP6/THAP11:likeclu:25/28
Hvul_g25312_1	Hvul_g3307_1	inparalog_int	THAP_finger.HG1.24:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.24:like:THAP6/THAP11:likeclu:25/28
Hvul_g4738_1	Hvul_g33121_1	inparalog_int	Myb.HG3.10:like:MSANTD4/MYPOP/NAIF1/TSNARE1:likeclu:4/5/6	Myb.HG3.10:like:MSANTD4/MYPOP/NAIF1/TSNARE1:likeclu:4/5/6
Hvul_g33039_1	Hvul_g33121_1	inparalog_int	Myb.HG3.10:like:MSANTD4/MYPOP/NAIF1/TSNARE1:likeclu:4/5/6	Myb.HG3.10:like:MSANTD4/MYPOP/NAIF1/TSNARE1:likeclu:4/5/6
Hvul_g14038_1	Hvul_g33121_1	inparalog_int	Myb.HG3.10:like:MSANTD4/MYPOP/NAIF1/TSNARE1:likeclu:4/5/6	Myb.HG3.10:like:MSANTD4/MYPOP/NAIF1/TSNARE1:likeclu:4/5/6
Hvul_g15767_1	Hvul_g33121_1	inparalog_int	Myb.HG3.10:like:MSANTD4/MYPOP/NAIF1/TSNARE1:likeclu:4/5/6	Myb.HG3.10:like:MSANTD4/MYPOP/NAIF1/TSNARE1:likeclu:4/5/6
Hvul_g5198_1	Hvul_g33121_1	inparalog_int	Myb.HG3.10:like:MSANTD4/MYPOP/NAIF1/TSNARE1:likeclu:4/5/6	Myb.HG3.10:like:MSANTD4/MYPOP/NAIF1/TSNARE1:likeclu:4/5/6
Hvul_g20649_1	Hvul_g33121_1	inparalog_int	Myb.HG3.10:like:MSANTD4/MYPOP/NAIF1/TSNARE1:likeclu:4/5/6	Myb.HG3.10:like:MSANTD4/MYPOP/NAIF1/TSNARE1:likeclu:4/5/6
Hvul_g24114_1	Hvul_g33396_1	inparalog_int	Homeodomains.HG2.45:PRD_CRX/PRD_OTX1/PRD_OTX2	Homeodomains.HG2.45:PRD_CRX/PRD_OTX1/PRD_OTX2
Hvul_g33440_1	Hvul_g33396_1	inparalog_int	Homeodomains.HG2.45:PRD_CRX/PRD_OTX1/PRD_OTX2	Homeodomains.HG2.45:PRD_CRX/PRD_OTX1/PRD_OTX2
Hvul_g2858_1	Hvul_g33402_1	inparalog_int	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28
Hvul_g18752_1	Hvul_g33402_1	inparalog_int	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28
Hvul_g7037_1	Hvul_g33402_1	inparalog_int	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28
Hvul_g16708_1	Hvul_g33402_1	inparalog_ext	THAP_finger.HG1.25:THAP6	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28
Hvul_g7376_1	Hvul_g33402_1	inparalog_int	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28
Hvul_g12508_1	Hvul_g33402_1	inparalog_int	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28
Hvul_g29552_1	Hvul_g33402_1	inparalog_ext	THAP_finger.HG1.25:THAP6	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28
Hvul_g11647_1	Hvul_g33402_1	inparalog_int	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28
Xesp_018002	Hvul_g33402_1	outparalog_ext	THAP_finger.HG1.25:THAP6	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28
Hvul_g28898_1	Hvul_g33402_1	inparalog_int	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28
Hvul_g25399_1	Hvul_g33402_1	inparalog_int	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28
Hvul_g24701_1	Hvul_g33402_1	inparalog_int	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28
Hvul_g26052_1	Hvul_g33402_1	inparalog_ext	THAP_finger.HG1.25:THAP6	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28
Hvul_g27373_1	Hvul_g33402_1	inparalog_int	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28
Hvul_g30110_1	Hvul_g33402_1	inparalog_int	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.64:like:THAP6/THAP11:likeclu:25/28
Nvec_v1g99612	Hvul_g33422_1	outparalog_int	zf-C2H2.HG4.13:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	zf-C2H2.HG4.13:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9
Xesp_022224	Hvul_g33422_1	outparalog_int	zf-C2H2.HG4.13:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	zf-C2H2.HG4.13:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9
Spis_XP_022785137_1	Hvul_g33422_1	outparalog_int	zf-C2H2.HG4.13:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	zf-C2H2.HG4.13:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9
Hvul_g24114_1	Hvul_g33440_1	inparalog_int	Homeodomains.HG2.45:PRD_CRX/PRD_OTX1/PRD_OTX2	Homeodomains.HG2.45:PRD_CRX/PRD_OTX1/PRD_OTX2
Spis_XP_022789569_1	Hvul_g33493_1	outparalog_int	Forkhead.HG3.1:FOXO1/FOXO3/FOXO4/FOXO6	Forkhead.HG3.1:FOXO1/FOXO3/FOXO4/FOXO6
Nvec_v1g18324	Hvul_g33493_1	outparalog_int	Forkhead.HG3.1:FOXO1/FOXO3/FOXO4/FOXO6	Forkhead.HG3.1:FOXO1/FOXO3/FOXO4/FOXO6
Xesp_010658	Hvul_g33493_1	ortholog_int	Forkhead.HG3.1:FOXO1/FOXO3/FOXO4/FOXO6	Forkhead.HG3.1:FOXO1/FOXO3/FOXO4/FOXO6
Hvul_g32638_1	Hvul_g33538_1	inparalog_int	IRF.HG1.0:like:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9:likeclu:1/4	IRF.HG1.0:like:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9:likeclu:1/4
Xesp_021673	Hvul_g33538_1	ortholog_int	IRF.HG1.0:like:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9:likeclu:1/4	IRF.HG1.0:like:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9:likeclu:1/4
Xesp_021674	Hvul_g33538_1	ortholog_int	IRF.HG1.0:like:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9:likeclu:1/4	IRF.HG1.0:like:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9:likeclu:1/4
Hvul_g20787_1	Hvul_g33596_1	inparalog_int	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g11491_1	Hvul_g33596_1	inparalog_int	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g22794_1	Hvul_g33596_1	inparalog_int	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g21121_1	Hvul_g33596_1	inparalog_int	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g31814_1	Hvul_g33596_1	inparalog_int	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Spis_XP_022800695_1	Hvul_g33646_1	ortholog_int	HMGbox_Sox.HG2.21:like:SSRP1:likeclu:17	HMGbox_Sox.HG2.21:like:SSRP1:likeclu:17
Spis_XP_022793154_1	Hvul_g33646_1	outparalog_ext	HMGbox_Sox.HG2.17:SSRP1	HMGbox_Sox.HG2.21:like:SSRP1:likeclu:17
Hvul_g29851_1	Hvul_g33646_1	inparalog_ext	HMGbox_Sox.HG2.17:SSRP1	HMGbox_Sox.HG2.21:like:SSRP1:likeclu:17
Spis_XP_022789747_1	Hvul_g33646_1	outparalog_ext	HMGbox_Sox.HG2.17:SSRP1	HMGbox_Sox.HG2.21:like:SSRP1:likeclu:17
Nvec_v1g59568	Hvul_g33646_1	outparalog_ext	HMGbox_Sox.HG2.17:SSRP1	HMGbox_Sox.HG2.21:like:SSRP1:likeclu:17
Xesp_016155	Hvul_g33646_1	ortholog_int	HMGbox_Sox.HG2.21:like:SSRP1:likeclu:17	HMGbox_Sox.HG2.21:like:SSRP1:likeclu:17
Xesp_004658	Hvul_g33646_1	outparalog_ext	HMGbox_Sox.HG2.17:SSRP1	HMGbox_Sox.HG2.21:like:SSRP1:likeclu:17
Nvec_v1g185184	Hvul_g33646_1	ortholog_int	HMGbox_Sox.HG2.21:like:SSRP1:likeclu:17	HMGbox_Sox.HG2.21:like:SSRP1:likeclu:17
Nvec_v1g239907	Hvul_g33646_1	outparalog_ext	HMGbox_Sox.HG2.17:SSRP1	HMGbox_Sox.HG2.21:like:SSRP1:likeclu:17
Hvul_g33662_1	Hvul_g33748_1	inparalog_int	THAP_finger.HG1.9:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.9:like:THAP6/THAP11:likeclu:25/28
Hvul_g30838_1	Hvul_g33760_1	inparalog_int	THAP_finger.HG1.51:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.51:like:THAP6/THAP11:likeclu:25/28
Hvul_g4029_1	Hvul_g33760_1	inparalog_int	THAP_finger.HG1.51:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.51:like:THAP6/THAP11:likeclu:25/28
Xesp_018002	Hvul_g33760_1	outparalog_ext	THAP_finger.HG1.25:THAP6	THAP_finger.HG1.51:like:THAP6/THAP11:likeclu:25/28
Hvul_g23123_1	Hvul_g33760_1	inparalog_int	THAP_finger.HG1.51:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.51:like:THAP6/THAP11:likeclu:25/28
Hvul_g16708_1	Hvul_g33760_1	inparalog_ext	THAP_finger.HG1.25:THAP6	THAP_finger.HG1.51:like:THAP6/THAP11:likeclu:25/28
Hvul_g14165_1	Hvul_g33760_1	inparalog_int	THAP_finger.HG1.51:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.51:like:THAP6/THAP11:likeclu:25/28
Hvul_g26052_1	Hvul_g33760_1	inparalog_ext	THAP_finger.HG1.25:THAP6	THAP_finger.HG1.51:like:THAP6/THAP11:likeclu:25/28
Hvul_g29552_1	Hvul_g33760_1	inparalog_ext	THAP_finger.HG1.25:THAP6	THAP_finger.HG1.51:like:THAP6/THAP11:likeclu:25/28
Hvul_g27836_1	Hvul_g33760_1	inparalog_int	THAP_finger.HG1.51:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.51:like:THAP6/THAP11:likeclu:25/28
Hvul_g2453_1	Hvul_g33799_1	inparalog_int	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g27047_1	Hvul_g33799_1	inparalog_int	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g14801_1	Hvul_g33799_1	inparalog_int	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g32646_1	Hvul_g33799_1	inparalog_int	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g6054_1	Hvul_g33799_1	inparalog_int	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g6050_1	Hvul_g33799_1	inparalog_int	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g13373_1	Hvul_g33799_1	inparalog_int	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g3469_1	Hvul_g33799_1	inparalog_int	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g21441_1	Hvul_g33799_1	inparalog_int	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g20693_1	Hvul_g33799_1	inparalog_int	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g6026_1	Hvul_g33799_1	inparalog_int	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g6197_1	Hvul_g33799_1	inparalog_int	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g20595_1	Hvul_g33799_1	inparalog_int	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g25598_1	Hvul_g33799_1	inparalog_int	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g1373_1	Hvul_g33799_1	inparalog_int	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g25484_1	Hvul_g33799_1	inparalog_int	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g2163_1	Hvul_g33799_1	inparalog_int	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.2:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g30607_1	Hvul_g3463_1	inparalog_int	Pipsqueak.HG1.0:NA	Pipsqueak.HG1.0:NA
Hvul_g14138_1	Hvul_g3488_1	inparalog_int	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g33596_1	Hvul_g3488_1	inparalog_int	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g5790_1	Hvul_g3488_1	inparalog_int	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g20787_1	Hvul_g3488_1	inparalog_int	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g11491_1	Hvul_g3488_1	inparalog_int	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g22794_1	Hvul_g3488_1	inparalog_int	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g21121_1	Hvul_g3488_1	inparalog_int	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g31814_1	Hvul_g3488_1	inparalog_int	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g11541_1	Hvul_g3488_1	inparalog_int	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12	zf-BED.HG1.1:like:ZBED1/ZBED2/ZBED3/ZBED4/ZBED6:likeclu:6/8/11/12
Hvul_g14674_1	Hvul_g3559_1	inparalog_int	Homeodomains.HG1.9:ANTP_EN1/ANTP_EN2/ANTP_HHEX/ANTP_LBX1/ANTP_LBX2/ANTP_TLX1/ANTP_TLX2/ANTP_TLX3	Homeodomains.HG1.9:ANTP_EN1/ANTP_EN2/ANTP_HHEX/ANTP_LBX1/ANTP_LBX2/ANTP_TLX1/ANTP_TLX2/ANTP_TLX3
Spis_XP_022779002_1	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Spis_XP_022796275_1	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Spis_XP_022807268_1	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Hvul_g8890_1	Hvul_g362_1	inparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Nvec_v1g247538	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Hvul_g16708_1	Hvul_g362_1	inparalog_ext	THAP_finger.HG1.25:THAP6	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Spis_19597_1	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Spis_XP_022789293_1	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Spis_XP_022801325_1	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Spis_XP_022804156_1	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Spis_XP_022802258_1	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Spis_XP_022794717_1	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Hvul_g24839_1	Hvul_g362_1	inparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Xesp_024482	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Spis_XP_022804735_1	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Hvul_g26052_1	Hvul_g362_1	inparalog_ext	THAP_finger.HG1.25:THAP6	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Spis_10086_1	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Spis_XP_022778043_1	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Spis_XP_022805412_1	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Xesp_025951	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Spis_XP_022806413_1	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Spis_XP_022796276_1	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Spis_XP_022807222_1	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Spis_XP_022805595_1	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Hvul_g25310_1	Hvul_g362_1	inparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Spis_XP_022807135_1	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Xesp_024934	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Spis_XP_022809490_1	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Spis_XP_022778042_1	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Hvul_g13790_1	Hvul_g362_1	inparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Hvul_g26529_1	Hvul_g362_1	inparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Hvul_g22118_1	Hvul_g362_1	inparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Spis_XP_022789294_1	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Spis_XP_022809893_1	Hvul_g362_1	outparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
Hvul_g17386_1	Hvul_g362_1	inparalog_int	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28	THAP_finger.HG1.67:like:THAP6/THAP11:likeclu:25/28
