Hvul_g10365_1	Xesp_008452
Hvul_g23030_1	Xesp_015752
Hvul_g28378_1	Xesp_015752
Hvul_g11137_1	Xesp_015752
Hvul_g10530_1	Xesp_015752
Hvul_g13080_1	Xesp_015752
Hvul_g909_1	Xesp_015752
Hvul_g13480_1	Xesp_015752
Hvul_g14389_1	Xesp_015752
Hvul_g20076_1	Xesp_015752
Hvul_g26412_1	Xesp_015752
Hvul_g19439_1	Xesp_015752
Hvul_g14387_1	Xesp_015752
Hvul_g12108_1	Xesp_015752
Hvul_g22712_1	Xesp_015752
Hvul_g16720_1	Xesp_015752
Hvul_g33055_1	Xesp_015752
Hvul_g4655_1	Xesp_015752
Hvul_g25058_1	Xesp_015752
Hvul_g10752_1	Xesp_015752
Hvul_g19665_1	Xesp_015752
Hvul_g9964_1	Xesp_015752
Hvul_g8300_1	Xesp_015752
Hvul_g31487_1	Xesp_015752
Hvul_g21309_1	Xesp_026215
Hvul_g14248_1	Xesp_026215
Hvul_g1213_1	Xesp_026215
Hvul_g10992_1	Xesp_026215
Hvul_g7864_1	Xesp_026215
Hvul_g28909_1	Xesp_026215
Hvul_g7716_1	Xesp_026215
Hvul_g8079_1	Xesp_026215
Hvul_g22453_1	Xesp_026215
Hvul_g15519_1	Xesp_026215
Hvul_g8552_1	Xesp_026215
Hvul_g28017_1	Xesp_026215
Hvul_g15971_1	Xesp_026215
Hvul_g23331_1	Xesp_026215
Hvul_g31992_1	Xesp_026215
Hvul_g27864_1	Xesp_026215
Hvul_g25625_1	Xesp_026215
Hvul_g20522_1	Xesp_026215
Hvul_g23179_1	Xesp_026215
Hvul_g20521_1	Xesp_026215
Hvul_g29773_1	Xesp_026215
Hvul_g12143_1	Xesp_026215
Hvul_g23026_1	Xesp_026215
Hvul_g23030_1	Xesp_026215
Hvul_g28378_1	Xesp_026215
Hvul_g11137_1	Xesp_026215
Hvul_g10530_1	Xesp_026215
Hvul_g909_1	Xesp_026215
Hvul_g13480_1	Xesp_026215
Hvul_g4736_1	Xesp_026215
Hvul_g14387_1	Xesp_026215
Hvul_g22712_1	Xesp_026215
Hvul_g16720_1	Xesp_026215
Hvul_g33055_1	Xesp_026215
Hvul_g4655_1	Xesp_026215
Hvul_g25058_1	Xesp_026215
Hvul_g10752_1	Xesp_026215
Hvul_g31487_1	Xesp_026215
Hvul_g19439_1	Xesp_026215
Hvul_g4488_1	Xesp_024750
Hvul_g4488_1	Xesp_025594
Hvul_g4488_1	Xesp_004601
Hvul_g19371_1	Xesp_024750
Hvul_g19371_1	Xesp_025594
Hvul_g19371_1	Xesp_004601
Hvul_g4488_1	Xesp_003824
Hvul_g4488_1	Xesp_003699
Hvul_g4488_1	Xesp_013239
Hvul_g4488_1	Xesp_009561
Hvul_g19371_1	Xesp_009561
Hvul_g19371_1	Xesp_023311
Hvul_g19371_1	Xesp_016710
Hvul_g4488_1	Xesp_016710
Hvul_g4488_1	Xesp_003829
Hvul_g19371_1	Xesp_025892
Hvul_g19371_1	Xesp_023831
Hvul_g19371_1	Xesp_013315
Hvul_g4488_1	Xesp_025892
Hvul_g4488_1	Xesp_023831
Hvul_g4488_1	Xesp_013315
Hvul_g19371_1	Xesp_003950
Hvul_g19371_1	Xesp_016771
Hvul_g4488_1	Xesp_016771
Hvul_g4488_1	Xesp_019327
Hvul_g19371_1	Xesp_019327
Hvul_g4488_1	Xesp_017972
Hvul_g4488_1	Xesp_009746
Hvul_g4488_1	Xesp_013355
Hvul_g19371_1	Xesp_017972
Hvul_g19371_1	Xesp_009746
Hvul_g19371_1	Xesp_013355
Hvul_g4488_1	Xesp_028462
Hvul_g19371_1	Xesp_016334
Hvul_g4488_1	Xesp_016334
Hvul_g19371_1	Xesp_016692
Hvul_g19371_1	Xesp_016818
Hvul_g4488_1	Xesp_016818
Hvul_g19371_1	Xesp_013257
Hvul_g19371_1	Xesp_016826
Hvul_g4488_1	Xesp_016826
Hvul_g4488_1	Xesp_015114
Hvul_g19371_1	Xesp_015114
Hvul_g4488_1	Xesp_028111
Hvul_g19371_1	Xesp_016673
Hvul_g4488_1	Xesp_016673
Hvul_g4488_1	Xesp_018213
Hvul_g4488_1	Xesp_028627
Hvul_g2079_1	Xesp_003908
Hvul_g10331_1	Xesp_015865
Hvul_g30474_1	Xesp_025090
Hvul_g30474_1	Xesp_028916
Hvul_g30474_1	Xesp_028743
Hvul_g33291_1	Xesp_025966
Hvul_g31524_1	Xesp_025966
Hvul_g4433_1	Xesp_025966
Hvul_g27_1	Xesp_025966
Hvul_g14275_1	Xesp_025966
Hvul_g27816_1	Xesp_025966
Hvul_g27916_1	Xesp_025966
Hvul_g33294_1	Xesp_025966
Hvul_g25519_1	Xesp_025966
Hvul_g11987_1	Xesp_025966
Hvul_g16921_1	Xesp_025966
Hvul_g9403_1	Xesp_025966
Hvul_g30132_1	Xesp_025966
Hvul_g8790_1	Xesp_025966
Hvul_g26241_1	Xesp_025966
Hvul_g27336_1	Xesp_025966
Hvul_g12813_1	Xesp_025966
Hvul_g26947_1	Xesp_025966
Hvul_g24501_1	Xesp_025966
Hvul_g32774_1	Xesp_025966
Hvul_g150_1	Xesp_025966
Hvul_g16711_1	Xesp_010196
Hvul_g21888_1	Xesp_010196
Hvul_g15663_1	Xesp_010196
Hvul_g14275_1	Xesp_010196
Hvul_g27816_1	Xesp_010196
Hvul_g27916_1	Xesp_010196
Hvul_g33294_1	Xesp_010196
Hvul_g25519_1	Xesp_010196
Hvul_g11987_1	Xesp_010196
Hvul_g16921_1	Xesp_010196
Hvul_g3045_1	Xesp_010196
Hvul_g29799_1	Xesp_010196
Hvul_g31147_1	Xesp_010196
Hvul_g19266_1	Xesp_010196
Hvul_g32913_1	Xesp_010196
Hvul_g30930_1	Xesp_010196
Hvul_g23509_1	Xesp_010196
Hvul_g19810_1	Xesp_010196
Hvul_g25229_1	Xesp_010196
Hvul_g13761_1	Xesp_010196
Hvul_g26657_1	Xesp_010196
Hvul_g31708_1	Xesp_010196
Hvul_g7071_1	Xesp_010196
Hvul_g23510_1	Xesp_010196
Hvul_g151_1	Xesp_010196
Hvul_g7959_1	Xesp_010196
Hvul_g8020_1	Xesp_010196
Hvul_g29111_1	Xesp_010196
Hvul_g2750_1	Xesp_010196
Hvul_g6628_1	Xesp_010196
Hvul_g33797_1	Xesp_010196
Hvul_g33638_1	Xesp_010196
Hvul_g18694_1	Xesp_010196
Hvul_g2918_1	Xesp_010196
Hvul_g29781_1	Xesp_010196
Hvul_g21015_1	Xesp_010196
Hvul_g23737_1	Xesp_010196
Hvul_g10655_1	Xesp_010196
Hvul_g10830_1	Xesp_010196
Hvul_g7176_1	Xesp_010196
Hvul_g11554_1	Xesp_010196
Hvul_g5059_1	Xesp_010196
Hvul_g9403_1	Xesp_010196
Hvul_g33365_1	Xesp_010196
Hvul_g16690_1	Xesp_010196
Hvul_g33680_1	Xesp_010196
Hvul_g12400_1	Xesp_010196
Hvul_g24501_1	Xesp_010196
Hvul_g32774_1	Xesp_010196
Hvul_g223_1	Xesp_010196
Hvul_g22262_1	Xesp_010196
Hvul_g8792_1	Xesp_010196
Hvul_g27817_1	Xesp_010196
Hvul_g30132_1	Xesp_010196
Hvul_g8790_1	Xesp_010196
Hvul_g26241_1	Xesp_010196
Hvul_g31492_1	Xesp_010196
Hvul_g29816_1	Xesp_010196
Hvul_g5058_1	Xesp_010196
Hvul_g4433_1	Xesp_010196
Hvul_g26031_1	Xesp_010196
Hvul_g5878_1	Xesp_010196
Hvul_g3424_1	Xesp_010196
Hvul_g1704_1	Xesp_010196
Hvul_g27761_1	Xesp_010196
Hvul_g5064_1	Xesp_010196
Hvul_g7361_1	Xesp_010196
Hvul_g9682_1	Xesp_010196
Hvul_g33291_1	Xesp_010196
Hvul_g33292_1	Xesp_010196
Hvul_g8076_1	Xesp_010196
Hvul_g30133_1	Xesp_010196
Hvul_g6664_1	Xesp_010196
Hvul_g29461_1	Xesp_010196
Hvul_g534_1	Xesp_010196
Hvul_g1588_1	Xesp_010196
Hvul_g26328_1	Xesp_010196
Hvul_g32496_1	Xesp_010196
Hvul_g10708_1	Xesp_002570
Hvul_g31391_1	Xesp_002327
Hvul_g33392_1	Xesp_022202
Hvul_g33391_1	Xesp_022202
Hvul_g15056_1	Xesp_005043
Hvul_g19235_1	Xesp_020625
Hvul_g19235_1	Xesp_020271
Hvul_g19235_1	Xesp_020626
Hvul_g31317_1	Xesp_015384
Hvul_g32946_1	Xesp_022546
Hvul_g12946_1	Xesp_018239
Hvul_g12947_1	Xesp_018239
Hvul_g12946_1	Xesp_018241
Hvul_g12948_1	Xesp_018238
Hvul_g12948_1	Xesp_018236
Hvul_g23592_1	Xesp_004866
Hvul_g23592_1	Xesp_018565
Hvul_g23589_1	Xesp_004866
Hvul_g23589_1	Xesp_018565
Hvul_g32944_1	Xesp_028651
Hvul_g32946_1	Xesp_003229
Hvul_g31317_1	Xesp_015135
Hvul_g21982_1	Xesp_018590
Hvul_g32944_1	Xesp_022561
Hvul_g12948_1	Xesp_018237
Hvul_g31317_1	Xesp_015383
Hvul_g32946_1	Xesp_021296
Hvul_g32944_1	Xesp_023899
Hvul_g32944_1	Xesp_010856
Hvul_g12764_1	Xesp_008665
Hvul_g32946_1	Xesp_021298
Hvul_g30431_1	Xesp_003301
Hvul_g30427_1	Xesp_003301
Hvul_g30429_1	Xesp_003301
Hvul_g30428_1	Xesp_003301
Hvul_g743_1	Xesp_014253
Hvul_g741_1	Xesp_014253
Hvul_g18037_1	Xesp_018523
Hvul_g17390_1	Xesp_018523
Hvul_g27000_1	Xesp_018523
Hvul_g4378_1	Xesp_018523
Hvul_g33761_1	Xesp_018523
Hvul_g17709_1	Xesp_018523
Hvul_g13416_1	Xesp_018523
Hvul_g24080_1	Xesp_006370
Hvul_g11890_1	Xesp_006370
Hvul_g27797_1	Xesp_006370
Hvul_g18581_1	Xesp_006370
Hvul_g11151_1	Xesp_006370
Hvul_g16539_1	Xesp_006370
Hvul_g3630_1	Xesp_006370
Hvul_g19387_1	Xesp_006370
Hvul_g4032_1	Xesp_006370
Hvul_g5964_1	Xesp_006370
Hvul_g15780_1	Xesp_006370
Hvul_g13809_1	Xesp_006370
Hvul_g18037_1	Xesp_006370
Hvul_g18567_1	Xesp_006370
Hvul_g17390_1	Xesp_006370
Hvul_g4961_1	Xesp_006370
Hvul_g17379_1	Xesp_006370
Hvul_g6708_1	Xesp_006370
Hvul_g11562_1	Xesp_006370
Hvul_g10703_1	Xesp_006370
Hvul_g9604_1	Xesp_006370
Hvul_g4378_1	Xesp_006370
Hvul_g8655_1	Xesp_006370
Hvul_g6705_1	Xesp_006370
Hvul_g11448_1	Xesp_006370
Hvul_g3925_1	Xesp_006370
Hvul_g3868_1	Xesp_006370
Hvul_g13416_1	Xesp_006370
Hvul_g6116_1	Xesp_006370
Hvul_g13345_1	Xesp_006370
Hvul_g33761_1	Xesp_006370
Hvul_g29584_1	Xesp_006370
Hvul_g24724_1	Xesp_006370
Hvul_g30686_1	Xesp_006370
Hvul_g6609_1	Xesp_006370
Hvul_g27000_1	Xesp_006370
Hvul_g9729_1	Xesp_006370
Hvul_g32658_1	Xesp_006370
Hvul_g16599_1	Xesp_006370
Hvul_g8529_1	Xesp_006370
Hvul_g32037_1	Xesp_006370
Hvul_g12166_1	Xesp_006370
Hvul_g9468_1	Xesp_006370
Hvul_g11347_1	Xesp_006370
Hvul_g22215_1	Xesp_006370
Hvul_g11308_1	Xesp_006370
Hvul_g28524_1	Xesp_006370
Hvul_g4573_1	Xesp_006370
Hvul_g28815_1	Xesp_006370
Hvul_g24912_1	Xesp_006370
Hvul_g14445_1	Xesp_006370
Hvul_g29170_1	Xesp_006370
Hvul_g12530_1	Xesp_006370
Hvul_g20404_1	Xesp_006370
Hvul_g30773_1	Xesp_006370
Hvul_g17583_1	Xesp_006370
Hvul_g20403_1	Xesp_006370
Hvul_g29173_1	Xesp_006370
Hvul_g24633_1	Xesp_006370
Hvul_g16923_1	Xesp_006370
Hvul_g17853_1	Xesp_006370
Hvul_g14527_1	Xesp_006370
Hvul_g15329_1	Xesp_006370
Hvul_g17709_1	Xesp_006370
Hvul_g3244_1	Xesp_006370
Hvul_g32009_1	Xesp_006370
Hvul_g4015_1	Xesp_019121
Hvul_g4015_1	Xesp_019019
Hvul_g11890_1	Xesp_019121
Hvul_g11890_1	Xesp_019019
Hvul_g4015_1	Xesp_019051
Hvul_g12604_1	Xesp_019051
Hvul_g4015_1	Xesp_019208
Hvul_g4015_1	Xesp_019217
Hvul_g11890_1	Xesp_024198
Hvul_g24096_1	Xesp_024198
Hvul_g9599_1	Xesp_024198
Hvul_g11952_1	Xesp_024198
Hvul_g32656_1	Xesp_024198
Hvul_g11955_1	Xesp_024198
Hvul_g21937_1	Xesp_024198
Hvul_g4015_1	Xesp_018954
Hvul_g24080_1	Xesp_018954
Hvul_g17709_1	Xesp_018954
Hvul_g11562_1	Xesp_018954
Hvul_g17379_1	Xesp_018954
Hvul_g16599_1	Xesp_006318
Hvul_g11562_1	Xesp_006318
Hvul_g33761_1	Xesp_006318
Hvul_g4378_1	Xesp_006318
Hvul_g3925_1	Xesp_006318
Hvul_g8655_1	Xesp_006318
Hvul_g11347_1	Xesp_006318
Hvul_g4032_1	Xesp_006318
Hvul_g9730_1	Xesp_006318
Hvul_g4015_1	Xesp_019041
Hvul_g25030_1	Xesp_019041
Hvul_g26055_1	Xesp_019041
Hvul_g27797_1	Xesp_006121
Hvul_g17379_1	Xesp_006121
Hvul_g10703_1	Xesp_006121
Hvul_g8529_1	Xesp_006121
Hvul_g11562_1	Xesp_006121
Hvul_g16539_1	Xesp_006121
Hvul_g3630_1	Xesp_006121
Hvul_g19387_1	Xesp_006121
Hvul_g5964_1	Xesp_006121
Hvul_g15780_1	Xesp_006121
Hvul_g13809_1	Xesp_006121
Hvul_g18037_1	Xesp_006121
Hvul_g18567_1	Xesp_006121
Hvul_g17390_1	Xesp_006121
Hvul_g24724_1	Xesp_006121
Hvul_g30686_1	Xesp_006121
Hvul_g6609_1	Xesp_006121
Hvul_g18581_1	Xesp_006121
Hvul_g11151_1	Xesp_006121
Hvul_g11890_1	Xesp_006121
Hvul_g4032_1	Xesp_006121
Hvul_g9604_1	Xesp_006121
Hvul_g17709_1	Xesp_006121
Hvul_g33761_1	Xesp_006121
Hvul_g4378_1	Xesp_006121
Hvul_g29584_1	Xesp_006121
Hvul_g12166_1	Xesp_006121
Hvul_g3868_1	Xesp_006121
Hvul_g13416_1	Xesp_006121
Hvul_g8655_1	Xesp_006121
Hvul_g6705_1	Xesp_006121
Hvul_g22215_1	Xesp_006121
Hvul_g11308_1	Xesp_006121
Hvul_g28524_1	Xesp_006121
Hvul_g4573_1	Xesp_006121
Hvul_g28815_1	Xesp_006121
Hvul_g24912_1	Xesp_006121
Hvul_g14445_1	Xesp_006121
Hvul_g29170_1	Xesp_006121
Hvul_g12530_1	Xesp_006121
Hvul_g20404_1	Xesp_006121
Hvul_g30773_1	Xesp_006121
Hvul_g17583_1	Xesp_006121
Hvul_g20403_1	Xesp_006121
Hvul_g29173_1	Xesp_006121
Hvul_g24633_1	Xesp_006121
Hvul_g16923_1	Xesp_006121
Hvul_g17853_1	Xesp_006121
Hvul_g14527_1	Xesp_006121
Hvul_g15329_1	Xesp_006121
Hvul_g4961_1	Xesp_006121
Hvul_g32658_1	Xesp_006121
Hvul_g13345_1	Xesp_006121
Hvul_g27000_1	Xesp_006121
Hvul_g9729_1	Xesp_006121
Hvul_g3925_1	Xesp_006121
Hvul_g16599_1	Xesp_006121
Hvul_g6116_1	Xesp_006121
Hvul_g9468_1	Xesp_006121
Hvul_g11448_1	Xesp_006121
Hvul_g9730_1	Xesp_006121
Hvul_g3244_1	Xesp_006121
Hvul_g18575_1	Xesp_006121
Hvul_g28099_1	Xesp_006121
Hvul_g6708_1	Xesp_006121
Hvul_g24080_1	Xesp_006121
Hvul_g32009_1	Xesp_006121
Hvul_g24718_1	Xesp_006121
Hvul_g13788_1	Xesp_007353
Hvul_g26778_1	Xesp_007353
Hvul_g29585_1	Xesp_007353
Hvul_g4378_1	Xesp_007353
Hvul_g19702_1	Xesp_007353
Hvul_g22791_1	Xesp_007353
Hvul_g11955_1	Xesp_007353
Hvul_g9730_1	Xesp_007353
Hvul_g25392_1	Xesp_007353
Hvul_g18038_1	Xesp_007353
Hvul_g16599_1	Xesp_007353
Hvul_g28095_1	Xesp_007353
Hvul_g32656_1	Xesp_007353
Hvul_g27512_1	Xesp_007353
Hvul_g17709_1	Xesp_007353
Hvul_g18420_1	Xesp_007353
Hvul_g11390_1	Xesp_007353
Hvul_g4015_1	Xesp_017314
Hvul_g4015_1	Xesp_019154
Hvul_g27797_1	Xesp_006057
Hvul_g17379_1	Xesp_006057
Hvul_g10703_1	Xesp_006057
Hvul_g8529_1	Xesp_006057
Hvul_g11562_1	Xesp_006057
Hvul_g16539_1	Xesp_006057
Hvul_g3630_1	Xesp_006057
Hvul_g19387_1	Xesp_006057
Hvul_g5964_1	Xesp_006057
Hvul_g15780_1	Xesp_006057
Hvul_g13809_1	Xesp_006057
Hvul_g18037_1	Xesp_006057
Hvul_g18567_1	Xesp_006057
Hvul_g17390_1	Xesp_006057
Hvul_g24724_1	Xesp_006057
Hvul_g30686_1	Xesp_006057
Hvul_g6609_1	Xesp_006057
Hvul_g18581_1	Xesp_006057
Hvul_g11151_1	Xesp_006057
Hvul_g11890_1	Xesp_006057
Hvul_g4032_1	Xesp_006057
Hvul_g9604_1	Xesp_006057
Hvul_g17709_1	Xesp_006057
Hvul_g33761_1	Xesp_006057
Hvul_g4378_1	Xesp_006057
Hvul_g29584_1	Xesp_006057
Hvul_g12166_1	Xesp_006057
Hvul_g3868_1	Xesp_006057
Hvul_g13416_1	Xesp_006057
Hvul_g8655_1	Xesp_006057
Hvul_g6705_1	Xesp_006057
Hvul_g11448_1	Xesp_006057
Hvul_g3925_1	Xesp_006057
Hvul_g6116_1	Xesp_006057
Hvul_g13345_1	Xesp_006057
Hvul_g22215_1	Xesp_006057
Hvul_g11308_1	Xesp_006057
Hvul_g28524_1	Xesp_006057
Hvul_g4573_1	Xesp_006057
Hvul_g28815_1	Xesp_006057
Hvul_g24912_1	Xesp_006057
Hvul_g14445_1	Xesp_006057
Hvul_g29170_1	Xesp_006057
Hvul_g12530_1	Xesp_006057
Hvul_g20404_1	Xesp_006057
Hvul_g30773_1	Xesp_006057
Hvul_g17583_1	Xesp_006057
Hvul_g20403_1	Xesp_006057
Hvul_g29173_1	Xesp_006057
Hvul_g24633_1	Xesp_006057
Hvul_g16923_1	Xesp_006057
Hvul_g17853_1	Xesp_006057
Hvul_g14527_1	Xesp_006057
Hvul_g15329_1	Xesp_006057
Hvul_g4961_1	Xesp_006057
Hvul_g32658_1	Xesp_006057
Hvul_g27000_1	Xesp_006057
Hvul_g9729_1	Xesp_006057
Hvul_g16599_1	Xesp_006057
Hvul_g9468_1	Xesp_006057
Hvul_g9730_1	Xesp_006057
Hvul_g3244_1	Xesp_006057
Hvul_g18575_1	Xesp_006057
Hvul_g24080_1	Xesp_006057
Hvul_g6708_1	Xesp_006057
Hvul_g28099_1	Xesp_006057
Hvul_g32009_1	Xesp_006057
Hvul_g24718_1	Xesp_006057
Hvul_g4015_1	Xesp_025154
Hvul_g4015_1	Xesp_013641
Hvul_g4015_1	Xesp_018854
Hvul_g33761_1	Xesp_018854
Hvul_g27000_1	Xesp_018854
Hvul_g29584_1	Xesp_018854
Hvul_g3868_1	Xesp_018854
Hvul_g13345_1	Xesp_018854
Hvul_g4032_1	Xesp_018854
Hvul_g8655_1	Xesp_018854
Hvul_g18037_1	Xesp_018854
Hvul_g16599_1	Xesp_018854
Hvul_g6116_1	Xesp_018854
Hvul_g4378_1	Xesp_018854
Hvul_g25030_1	Xesp_018854
Hvul_g18420_1	Xesp_027310
Hvul_g32324_1	Xesp_027310
Hvul_g4378_1	Xesp_027310
Hvul_g4015_1	Xesp_018896
Hvul_g18435_1	Xesp_018896
Hvul_g18436_1	Xesp_018896
Hvul_g12604_1	Xesp_018896
Hvul_g25030_1	Xesp_018896
Hvul_g26055_1	Xesp_018896
Hvul_g4015_1	Xesp_019224
Hvul_g6708_1	Xesp_019224
Hvul_g9604_1	Xesp_019224
Hvul_g4015_1	Xesp_010226
Hvul_g18435_1	Xesp_010226
Hvul_g18436_1	Xesp_010226
Hvul_g24080_1	Xesp_010226
Hvul_g11562_1	Xesp_010226
Hvul_g4015_1	Xesp_018862
Hvul_g18435_1	Xesp_018862
Hvul_g18436_1	Xesp_018862
Hvul_g12604_1	Xesp_018862
Hvul_g27000_1	Xesp_018862
Hvul_g9604_1	Xesp_018862
Hvul_g29584_1	Xesp_018862
Hvul_g13345_1	Xesp_018862
Hvul_g17379_1	Xesp_018862
Hvul_g24724_1	Xesp_018862
Hvul_g30686_1	Xesp_018862
Hvul_g6609_1	Xesp_018862
Hvul_g24080_1	Xesp_018862
Hvul_g25030_1	Xesp_018862
Hvul_g15780_1	Xesp_006053
Hvul_g15780_1	Xesp_006125
Hvul_g24724_1	Xesp_006053
Hvul_g30686_1	Xesp_006053
Hvul_g6609_1	Xesp_006053
Hvul_g24724_1	Xesp_006125
Hvul_g30686_1	Xesp_006125
Hvul_g6609_1	Xesp_006125
Hvul_g11347_1	Xesp_006053
Hvul_g11347_1	Xesp_006125
Hvul_g18581_1	Xesp_006053
Hvul_g11151_1	Xesp_006053
Hvul_g18581_1	Xesp_006125
Hvul_g11151_1	Xesp_006125
Hvul_g10703_1	Xesp_006053
Hvul_g10703_1	Xesp_006125
Hvul_g27797_1	Xesp_006053
Hvul_g27797_1	Xesp_006125
Hvul_g17379_1	Xesp_006053
Hvul_g17379_1	Xesp_006125
Hvul_g5964_1	Xesp_006053
Hvul_g5964_1	Xesp_006125
Hvul_g13809_1	Xesp_006053
Hvul_g13809_1	Xesp_006125
Hvul_g18037_1	Xesp_006053
Hvul_g18037_1	Xesp_006125
Hvul_g18567_1	Xesp_006053
Hvul_g18567_1	Xesp_006125
Hvul_g17390_1	Xesp_006053
Hvul_g17390_1	Xesp_006125
Hvul_g11890_1	Xesp_006053
Hvul_g11890_1	Xesp_006125
Hvul_g4032_1	Xesp_006053
Hvul_g4032_1	Xesp_006125
Hvul_g9604_1	Xesp_006053
Hvul_g9604_1	Xesp_006125
Hvul_g17709_1	Xesp_006053
Hvul_g17709_1	Xesp_006125
Hvul_g33761_1	Xesp_006053
Hvul_g33761_1	Xesp_006125
Hvul_g4378_1	Xesp_006053
Hvul_g4378_1	Xesp_006125
Hvul_g29584_1	Xesp_006053
Hvul_g29584_1	Xesp_006125
Hvul_g6705_1	Xesp_006053
Hvul_g6705_1	Xesp_006125
Hvul_g4961_1	Xesp_006053
Hvul_g4961_1	Xesp_006125
Hvul_g11562_1	Xesp_006053
Hvul_g11562_1	Xesp_006125
Hvul_g8655_1	Xesp_006053
Hvul_g8655_1	Xesp_006125
Hvul_g11448_1	Xesp_006053
Hvul_g11448_1	Xesp_006125
Hvul_g3925_1	Xesp_006053
Hvul_g3925_1	Xesp_006125
Hvul_g3868_1	Xesp_006053
Hvul_g3868_1	Xesp_006125
Hvul_g13416_1	Xesp_006053
Hvul_g13416_1	Xesp_006125
Hvul_g6116_1	Xesp_006053
Hvul_g6116_1	Xesp_006125
Hvul_g13345_1	Xesp_006053
Hvul_g13345_1	Xesp_006125
Hvul_g9729_1	Xesp_006053
Hvul_g9729_1	Xesp_006125
Hvul_g32658_1	Xesp_006053
Hvul_g32658_1	Xesp_006125
Hvul_g28099_1	Xesp_006053
Hvul_g28099_1	Xesp_006125
Hvul_g22215_1	Xesp_006053
Hvul_g11308_1	Xesp_006053
Hvul_g28524_1	Xesp_006053
Hvul_g4573_1	Xesp_006053
Hvul_g28815_1	Xesp_006053
Hvul_g24912_1	Xesp_006053
Hvul_g14445_1	Xesp_006053
Hvul_g29170_1	Xesp_006053
Hvul_g12530_1	Xesp_006053
Hvul_g20404_1	Xesp_006053
Hvul_g30773_1	Xesp_006053
Hvul_g17583_1	Xesp_006053
Hvul_g20403_1	Xesp_006053
Hvul_g29173_1	Xesp_006053
Hvul_g24633_1	Xesp_006053
Hvul_g16923_1	Xesp_006053
Hvul_g17853_1	Xesp_006053
Hvul_g14527_1	Xesp_006053
Hvul_g15329_1	Xesp_006053
Hvul_g22215_1	Xesp_006125
Hvul_g11308_1	Xesp_006125
Hvul_g28524_1	Xesp_006125
Hvul_g4573_1	Xesp_006125
Hvul_g28815_1	Xesp_006125
Hvul_g24912_1	Xesp_006125
Hvul_g14445_1	Xesp_006125
Hvul_g29170_1	Xesp_006125
Hvul_g12530_1	Xesp_006125
Hvul_g20404_1	Xesp_006125
Hvul_g30773_1	Xesp_006125
Hvul_g17583_1	Xesp_006125
Hvul_g20403_1	Xesp_006125
Hvul_g29173_1	Xesp_006125
Hvul_g24633_1	Xesp_006125
Hvul_g16923_1	Xesp_006125
Hvul_g17853_1	Xesp_006125
Hvul_g14527_1	Xesp_006125
Hvul_g15329_1	Xesp_006125
Hvul_g16539_1	Xesp_006053
Hvul_g3630_1	Xesp_006053
Hvul_g19387_1	Xesp_006053
Hvul_g16539_1	Xesp_006125
Hvul_g3630_1	Xesp_006125
Hvul_g19387_1	Xesp_006125
Hvul_g27000_1	Xesp_006053
Hvul_g27000_1	Xesp_006125
Hvul_g8529_1	Xesp_006053
Hvul_g8529_1	Xesp_006125
Hvul_g16599_1	Xesp_006053
Hvul_g16599_1	Xesp_006125
Hvul_g9468_1	Xesp_006053
Hvul_g9468_1	Xesp_006125
Hvul_g12166_1	Xesp_006053
Hvul_g12166_1	Xesp_006125
Hvul_g9730_1	Xesp_006053
Hvul_g9730_1	Xesp_006125
Hvul_g3244_1	Xesp_006053
Hvul_g3244_1	Xesp_006125
Hvul_g18575_1	Xesp_006053
Hvul_g18575_1	Xesp_006125
Hvul_g6708_1	Xesp_006053
Hvul_g6708_1	Xesp_006125
Hvul_g24080_1	Xesp_006053
Hvul_g24080_1	Xesp_006125
Hvul_g12065_1	Xesp_006053
Hvul_g12065_1	Xesp_006125
Hvul_g32009_1	Xesp_006053
Hvul_g32009_1	Xesp_006125
Hvul_g24718_1	Xesp_006053
Hvul_g24718_1	Xesp_006125
Hvul_g4015_1	Xesp_019689
Hvul_g4015_1	Xesp_018968
Hvul_g25030_1	Xesp_018968
Hvul_g26055_1	Xesp_018968
Hvul_g17379_1	Xesp_018968
Hvul_g9604_1	Xesp_018968
Hvul_g11347_1	Xesp_018968
Hvul_g32658_1	Xesp_018968
Hvul_g28099_1	Xesp_018968
Hvul_g11890_1	Xesp_018968
Hvul_g17379_1	Xesp_005111
Hvul_g24080_1	Xesp_005111
Hvul_g27797_1	Xesp_005111
Hvul_g6708_1	Xesp_005111
Hvul_g11562_1	Xesp_005111
Hvul_g10703_1	Xesp_005111
Hvul_g18037_1	Xesp_005111
Hvul_g15780_1	Xesp_005111
Hvul_g5964_1	Xesp_005111
Hvul_g9604_1	Xesp_005111
Hvul_g4378_1	Xesp_005111
Hvul_g24724_1	Xesp_005111
Hvul_g30686_1	Xesp_005111
Hvul_g6609_1	Xesp_005111
Hvul_g22215_1	Xesp_005111
Hvul_g11308_1	Xesp_005111
Hvul_g28524_1	Xesp_005111
Hvul_g4573_1	Xesp_005111
Hvul_g28815_1	Xesp_005111
Hvul_g24912_1	Xesp_005111
Hvul_g14445_1	Xesp_005111
Hvul_g29170_1	Xesp_005111
Hvul_g12530_1	Xesp_005111
Hvul_g20404_1	Xesp_005111
Hvul_g30773_1	Xesp_005111
Hvul_g17583_1	Xesp_005111
Hvul_g20403_1	Xesp_005111
Hvul_g29173_1	Xesp_005111
Hvul_g24633_1	Xesp_005111
