gene1	gene2
Spis_XP_022807667_1	Hvul_g6189_1
Spis_XP_022807667_1	Hvul_g25310_1
Spis_XP_022807667_1	Hvul_g24839_1
Spis_XP_022807667_1	Hvul_g26531_1
Spis_XP_022807667_1	Hvul_g17386_1
Spis_XP_022807802_1	Hvul_g20637_1
Spis_XP_022808074_1	Hvul_g13448_1
Spis_XP_022808078_1	Hvul_g32708_1
Spis_XP_022808109_1	Hvul_g21039_1
Spis_XP_022808109_1	Hvul_g26531_1
Spis_XP_022808109_1	Hvul_g14735_1
Spis_XP_022808109_1	Hvul_g13790_1
Spis_XP_022808109_1	Hvul_g22118_1
Spis_XP_022808109_1	Hvul_g830_1
Spis_XP_022808109_1	Hvul_g6189_1
Spis_XP_022808109_1	Hvul_g362_1
Spis_XP_022808109_1	Hvul_g17386_1
Spis_XP_022808109_1	Hvul_g26529_1
Spis_XP_022808109_1	Hvul_g25310_1
Spis_XP_022808109_1	Hvul_g24839_1
Spis_XP_022808137_1	Hvul_g24787_1
Spis_XP_022808170_1	Hvul_g85_1
Spis_XP_022808246_1	Hvul_g32708_1
Spis_XP_022808320_1	Hvul_g22984_1
Spis_XP_022808320_1	Hvul_g28297_1
Spis_XP_022808320_1	Hvul_g33748_1
Spis_XP_022808320_1	Hvul_g33662_1
Spis_XP_022808320_1	Hvul_g30586_1
Spis_XP_022808499_1	Hvul_g16442_1
Spis_XP_022808660_1	Hvul_g23189_1
Spis_XP_022808751_1	Hvul_g26702_1
Spis_XP_022808751_1	Hvul_g30842_1
Spis_XP_022809142_1	Hvul_g25655_1
Spis_XP_022809206_1	Hvul_g33748_1
Spis_XP_022809206_1	Hvul_g30586_1
Spis_XP_022809206_1	Hvul_g22984_1
Spis_XP_022809206_1	Hvul_g28297_1
Spis_XP_022809206_1	Hvul_g33662_1
Spis_XP_022809245_1	Hvul_g18364_1
Spis_XP_022809311_1	Hvul_g22673_1
Spis_XP_022809528_1	Hvul_g28297_1
Spis_XP_022809528_1	Hvul_g33748_1
Spis_XP_022809528_1	Hvul_g33662_1
Spis_XP_022809528_1	Hvul_g22984_1
Spis_XP_022809528_1	Hvul_g30586_1
Spis_XP_022809529_1	Hvul_g30842_1
Spis_XP_022809529_1	Hvul_g26702_1
Spis_XP_022809767_1	Hvul_g27364_1
Spis_XP_022810256_1	Hvul_g33748_1
Spis_XP_022810256_1	Hvul_g30586_1
Spis_XP_022810256_1	Hvul_g28297_1
Spis_XP_022810256_1	Hvul_g22984_1
Spis_XP_022810256_1	Hvul_g33662_1
Spis_XP_022810421_1	Hvul_g22984_1
Spis_XP_022810421_1	Hvul_g33748_1
Spis_XP_022810421_1	Hvul_g28297_1
Spis_XP_022810421_1	Hvul_g30586_1
Spis_XP_022810421_1	Hvul_g33662_1
Spis_XP_022810660_1	Hvul_g16731_1
