Xesp_008452	Spis_XP_022783009_1
Xesp_008166	Spis_XP_022789175_1
Xesp_008166	Spis_XP_022789231_1
Xesp_008166	Spis_XP_022787292_1
Xesp_008166	Spis_XP_022787291_1
Xesp_008166	Spis_XP_022789232_1
Xesp_008166	Spis_XP_022801616_1
Xesp_008166	Spis_XP_022785903_1
Xesp_008166	Spis_XP_022801627_1
Xesp_008166	Spis_XP_022804309_1
Xesp_028925	Spis_XP_022798286_1
Xesp_022095	Spis_XP_022796679_1
Xesp_022095	Spis_XP_022794739_1
Xesp_022095	Spis_XP_022803727_1
Xesp_022095	Spis_XP_022794758_1
Xesp_022095	Spis_XP_022796675_1
Xesp_022095	Spis_XP_022809621_1
Xesp_022095	Spis_XP_022777596_1
Xesp_022095	Spis_XP_022808353_1
Xesp_022095	Spis_XP_022808352_1
Xesp_022095	Spis_XP_022800041_1
Xesp_022095	Spis_XP_022794740_1
Xesp_022095	Spis_XP_022796651_1
Xesp_022095	Spis_XP_022794745_1
Xesp_022095	Spis_XP_022796652_1
Xesp_022095	Spis_XP_022794752_1
Xesp_022095	Spis_XP_022782727_1
Xesp_022095	Spis_XP_022794751_1
Xesp_022095	Spis_XP_022792674_1
Xesp_022095	Spis_XP_022810618_1
Xesp_022095	Spis_XP_022790096_1
Xesp_022095	Spis_XP_022792358_1
Xesp_015396	Spis_XP_022782669_1
Xesp_008606	Spis_XP_022794758_1
Xesp_008606	Spis_XP_022794740_1
Xesp_008606	Spis_XP_022800793_1
Xesp_008606	Spis_XP_022803118_1
Xesp_008606	Spis_XP_022804003_1
Xesp_008606	Spis_XP_022799676_1
Xesp_008606	Spis_XP_022790830_1
Xesp_008606	Spis_XP_022790829_1
Xesp_008606	Spis_XP_022800041_1
Xesp_008606	Spis_XP_022787356_1
Xesp_008606	Spis_XP_022778761_1
Xesp_008606	Spis_XP_022787357_1
Xesp_008606	Spis_XP_022787291_1
Xesp_008606	Spis_XP_022787358_1
Xesp_008606	Spis_XP_022803114_1
Xesp_008606	Spis_XP_022803727_1
Xesp_008606	Spis_XP_022782668_1
Xesp_008606	Spis_XP_022790096_1
Xesp_008606	Spis_XP_022803414_1
Xesp_008606	Spis_XP_022789231_1
Xesp_008606	Spis_XP_022809622_1
Xesp_008606	Spis_XP_022794751_1
Xesp_008606	Spis_XP_022796675_1
Xesp_008606	Spis_XP_022777596_1
Xesp_008606	Spis_XP_022810149_1
Xesp_008606	Spis_XP_022796129_1
Xesp_008606	Spis_XP_022809515_1
Xesp_008606	Spis_XP_022781425_1
Xesp_008606	Spis_XP_022790227_1
Xesp_008606	Spis_XP_022794686_1
Xesp_008606	Spis_XP_022786657_1
Xesp_008606	Spis_XP_022789232_1
Xesp_008606	Spis_XP_022803698_1
Xesp_008606	Spis_XP_022794739_1
Xesp_008606	Spis_XP_022806053_1
Xesp_008606	Spis_XP_022799970_1
Xesp_008606	Spis_XP_022795612_1
Xesp_008606	Spis_XP_022782921_1
Xesp_008606	Spis_XP_022796652_1
Xesp_008606	Spis_XP_022804013_1
Xesp_012390	Spis_XP_022795158_1
Xesp_012390	Spis_XP_022808353_1
Xesp_012390	Spis_XP_022794752_1
Xesp_012390	Spis_XP_022808352_1
Xesp_012390	Spis_XP_022782669_1
Xesp_012390	Spis_XP_022794758_1
Xesp_012390	Spis_XP_022777596_1
Xesp_012390	Spis_XP_022801371_1
Xesp_012390	Spis_XP_022795006_1
Xesp_013246	Spis_XP_022797749_1
Xesp_013143	Spis_XP_022797749_1
Xesp_022096	Spis_XP_022810149_1
Xesp_022096	Spis_XP_022789232_1
Xesp_022096	Spis_XP_022800793_1
Xesp_022096	Spis_XP_022794752_1
Xesp_022096	Spis_XP_022808352_1
Xesp_022096	Spis_XP_022810125_1
Xesp_022096	Spis_XP_022794745_1
Xesp_022096	Spis_XP_022800041_1
Xesp_022096	Spis_XP_022794740_1
Xesp_022096	Spis_XP_022802792_1
Xesp_013989	Spis_XP_022794745_1
Xesp_013989	Spis_XP_022792674_1
Xesp_013989	Spis_XP_022800793_1
Xesp_013989	Spis_XP_022790115_1
Xesp_013989	Spis_XP_022790097_1
Xesp_013989	Spis_XP_022779390_1
Xesp_013989	Spis_XP_022779388_1
Xesp_013989	Spis_XP_022779397_1
Xesp_013989	Spis_XP_022779393_1
Xesp_013989	Spis_XP_022782921_1
Xesp_013989	Spis_XP_022790096_1
Xesp_013989	Spis_XP_022795612_1
Xesp_013989	Spis_XP_022801831_1
Xesp_013989	Spis_XP_022796651_1
Xesp_013989	Spis_XP_022799676_1
Xesp_013989	Spis_XP_022803414_1
Xesp_013989	Spis_XP_022804013_1
Xesp_013989	Spis_XP_022787356_1
Xesp_013989	Spis_XP_022787357_1
Xesp_013989	Spis_XP_022787358_1
Xesp_013989	Spis_XP_022803698_1
Xesp_013989	Spis_XP_022809622_1
Xesp_013989	Spis_XP_022783165_1
Xesp_008443	Spis_XP_022794953_1
Xesp_008443	Spis_XP_022795724_1
Xesp_008443	Spis_XP_022789751_1
Xesp_021199	Spis_XP_022789241_1
Xesp_021207	Spis_XP_022789241_1
Xesp_021209	Spis_XP_022789241_1
Xesp_021199	Spis_XP_022794745_1
Xesp_021207	Spis_XP_022794745_1
Xesp_021209	Spis_XP_022794745_1
Xesp_021199	Spis_XP_022794758_1
Xesp_021207	Spis_XP_022794758_1
Xesp_021209	Spis_XP_022794758_1
Xesp_021199	Spis_XP_022794740_1
Xesp_021207	Spis_XP_022794740_1
Xesp_021209	Spis_XP_022794740_1
Xesp_021199	Spis_XP_022800793_1
Xesp_021207	Spis_XP_022800793_1
Xesp_021209	Spis_XP_022800793_1
Xesp_021199	Spis_XP_022799406_1
Xesp_021207	Spis_XP_022799406_1
Xesp_021209	Spis_XP_022799406_1
Xesp_021199	Spis_XP_022803114_1
Xesp_021207	Spis_XP_022803114_1
Xesp_021209	Spis_XP_022803114_1
Xesp_021199	Spis_XP_022808352_1
Xesp_021207	Spis_XP_022808352_1
Xesp_021209	Spis_XP_022808352_1
Xesp_021199	Spis_XP_022796679_1
Xesp_021207	Spis_XP_022796679_1
Xesp_021209	Spis_XP_022796679_1
Xesp_021199	Spis_XP_022810149_1
Xesp_021207	Spis_XP_022810149_1
Xesp_021209	Spis_XP_022810149_1
Xesp_021199	Spis_XP_022794752_1
Xesp_021207	Spis_XP_022794752_1
Xesp_021209	Spis_XP_022794752_1
Xesp_021199	Spis_XP_022810125_1
Xesp_021207	Spis_XP_022810125_1
Xesp_021209	Spis_XP_022810125_1
Xesp_021199	Spis_XP_022800041_1
Xesp_021207	Spis_XP_022800041_1
Xesp_021209	Spis_XP_022800041_1
Xesp_021199	Spis_XP_022804005_1
Xesp_021207	Spis_XP_022804005_1
Xesp_021209	Spis_XP_022804005_1
Xesp_021199	Spis_XP_022786657_1
Xesp_021207	Spis_XP_022786657_1
Xesp_021209	Spis_XP_022786657_1
Xesp_021199	Spis_XP_022794751_1
Xesp_021207	Spis_XP_022794751_1
Xesp_021209	Spis_XP_022794751_1
Xesp_021199	Spis_XP_022790227_1
Xesp_021207	Spis_XP_022790227_1
Xesp_021209	Spis_XP_022790227_1
Xesp_021199	Spis_XP_022802798_1
Xesp_021207	Spis_XP_022802798_1
Xesp_021209	Spis_XP_022802798_1
Xesp_021199	Spis_XP_022808353_1
Xesp_021207	Spis_XP_022808353_1
Xesp_021209	Spis_XP_022808353_1
Xesp_021199	Spis_XP_022789227_1
Xesp_021207	Spis_XP_022789227_1
Xesp_021209	Spis_XP_022789227_1
Xesp_021199	Spis_XP_022781425_1
Xesp_021207	Spis_XP_022781425_1
Xesp_021209	Spis_XP_022781425_1
Xesp_021244	Spis_XP_022789227_1
Xesp_014683	Spis_XP_022789227_1
Xesp_014683	Spis_XP_022790829_1
Xesp_014683	Spis_XP_022790115_1
Xesp_014683	Spis_XP_022789196_1
Xesp_014683	Spis_XP_022799659_1
Xesp_014683	Spis_XP_022789241_1
Xesp_014683	Spis_XP_022789175_1
Xesp_014683	Spis_XP_022803414_1
Xesp_014683	Spis_XP_022789188_1
Xesp_014683	Spis_XP_022790096_1
Xesp_014683	Spis_XP_022789222_1
Xesp_014683	Spis_XP_022789233_1
Xesp_014683	Spis_XP_022790830_1
Xesp_014683	Spis_XP_022790227_1
Xesp_014683	Spis_XP_022810127_1
Xesp_014683	Spis_XP_022790107_1
Xesp_014683	Spis_XP_022782921_1
Xesp_014683	Spis_XP_022790106_1
Xesp_014683	Spis_XP_022790097_1
Xesp_014683	Spis_XP_022787292_1
Xesp_014683	Spis_XP_022794751_1
Xesp_014683	Spis_XP_022799676_1
Xesp_014683	Spis_XP_022800793_1
Xesp_014683	Spis_XP_022794752_1
Xesp_014683	Spis_XP_022799970_1
Xesp_014683	Spis_XP_022781425_1
Xesp_014683	Spis_XP_022778761_1
Xesp_014683	Spis_XP_022787291_1
Xesp_014683	Spis_XP_022796301_1
Xesp_014683	Spis_XP_022783165_1
Xesp_008579	Spis_XP_022805547_1
Xesp_008579	Spis_XP_022805553_1
Xesp_028926	Spis_XP_022800711_1
Xesp_020375	Spis_XP_022800801_1
Xesp_020375	Spis_XP_022795006_1
Xesp_020375	Spis_XP_022808352_1
Xesp_020375	Spis_XP_022782668_1
Xesp_020375	Spis_XP_022787291_1
Xesp_020375	Spis_XP_022782050_1
Xesp_020375	Spis_XP_022779816_1
Xesp_020375	Spis_XP_022780105_1
Xesp_020375	Spis_XP_022804298_1
Xesp_020375	Spis_XP_022787955_1
Xesp_020375	Spis_XP_022797958_1
Xesp_020375	Spis_XP_022798045_1
Xesp_020375	Spis_XP_022800560_1
Xesp_020375	Spis_XP_022778566_1
Xesp_020375	Spis_XP_022809515_1
Xesp_020375	Spis_XP_022806683_1
Xesp_020375	Spis_XP_022805482_1
Xesp_020375	Spis_XP_022808353_1
Xesp_020375	Spis_XP_022794739_1
Xesp_020375	Spis_XP_022794758_1
Xesp_002191	Spis_XP_022799323_1
Xesp_002191	Spis_XP_022785104_1
Xesp_002191	Spis_XP_022794754_1
Xesp_002191	Spis_XP_022805565_1
Xesp_009703	Spis_XP_022788751_1
Xesp_002664	Spis_XP_022781658_1
Xesp_002664	Spis_XP_022777597_1
Xesp_002664	Spis_XP_022792879_1
Xesp_002664	Spis_XP_022807428_1
Xesp_002664	Spis_XP_022800586_1
Xesp_012302	Spis_XP_022804132_1
Xesp_012302	Spis_XP_022800041_1
Xesp_012302	Spis_XP_022792674_1
Xesp_012302	Spis_XP_022807377_1
Xesp_012302	Spis_XP_022803096_1
Xesp_012302	Spis_XP_022808353_1
Xesp_012302	Spis_XP_022794752_1
Xesp_012302	Spis_XP_022782668_1
Xesp_012302	Spis_XP_022799970_1
Xesp_012302	Spis_XP_022782727_1
Xesp_021216	Spis_XP_022804005_1
Xesp_021216	Spis_XP_022789175_1
Xesp_021216	Spis_XP_022799406_1
Xesp_021216	Spis_XP_022786657_1
Xesp_021216	Spis_XP_022808353_1
Xesp_021216	Spis_XP_022794752_1
Xesp_021216	Spis_XP_022808352_1
Xesp_021216	Spis_XP_022794745_1
Xesp_021216	Spis_XP_022794758_1
Xesp_021216	Spis_XP_022794740_1
Xesp_009764	Spis_XP_022789241_1
Xesp_009764	Spis_XP_022789175_1
Xesp_009764	Spis_XP_022789222_1
Xesp_009764	Spis_XP_022789233_1
Xesp_009764	Spis_XP_022789188_1
Xesp_009764	Spis_XP_022789196_1
Xesp_009764	Spis_XP_022782627_1
Xesp_009764	Spis_XP_022786657_1
Xesp_009764	Spis_XP_022801831_1
Xesp_009764	Spis_XP_022810149_1
Xesp_009764	Spis_XP_022809515_1
Xesp_009764	Spis_XP_022806683_1
Xesp_009764	Spis_XP_022805482_1
Xesp_009764	Spis_XP_022790227_1
Xesp_009764	Spis_XP_022800793_1
Xesp_008382	Spis_XP_022782627_1
Xesp_008382	Spis_XP_022787291_1
Xesp_008382	Spis_XP_022799406_1
Xesp_008382	Spis_XP_022794751_1
Xesp_008382	Spis_XP_022784119_1
Xesp_008382	Spis_XP_022809621_1
Xesp_008382	Spis_XP_022808353_1
Xesp_008382	Spis_XP_022808352_1
Xesp_008382	Spis_XP_022803727_1
Xesp_008382	Spis_XP_022794758_1
Xesp_008382	Spis_XP_022796675_1
Xesp_008382	Spis_XP_022796652_1
Xesp_008382	Spis_XP_022790108_1
Xesp_008382	Spis_XP_022790107_1
Xesp_008382	Spis_XP_022790106_1
Xesp_008382	Spis_XP_022790095_1
Xesp_008382	Spis_XP_022804010_1
Xesp_008382	Spis_XP_022804011_1
Xesp_008382	Spis_XP_022790097_1
Xesp_008382	Spis_XP_022786488_1
Xesp_008382	Spis_XP_022802785_1
Xesp_008382	Spis_XP_022802792_1
Xesp_008382	Spis_XP_022810149_1
Xesp_008382	Spis_XP_022796129_1
Xesp_008382	Spis_XP_022809515_1
Xesp_008382	Spis_XP_022805482_1
Xesp_008382	Spis_XP_022790227_1
Xesp_008382	Spis_XP_022800793_1
Xesp_008382	Spis_XP_022789241_1
Xesp_008382	Spis_XP_022792674_1
Xesp_008382	Spis_XP_022794740_1
Xesp_008382	Spis_XP_022789175_1
Xesp_008382	Spis_XP_022790115_1
Xesp_008382	Spis_XP_022789222_1
Xesp_008382	Spis_XP_022789233_1
Xesp_008382	Spis_XP_022789188_1
Xesp_008382	Spis_XP_022794739_1
Xesp_008382	Spis_XP_022777596_1
Xesp_008382	Spis_XP_022796679_1
Xesp_008382	Spis_XP_022803118_1
Xesp_008382	Spis_XP_022809622_1
Xesp_008382	Spis_XP_022782727_1
Xesp_008382	Spis_XP_022782668_1
Xesp_008382	Spis_XP_022790096_1
Xesp_008382	Spis_XP_022786547_1
Xesp_008382	Spis_XP_022790102_1
Xesp_008382	Spis_XP_022804003_1
Xesp_008382	Spis_XP_022778761_1
Xesp_008382	Spis_XP_022787292_1
Xesp_008382	Spis_XP_022787357_1
Xesp_008382	Spis_XP_022796301_1
Xesp_008382	Spis_XP_022792358_1
Xesp_008382	Spis_XP_022799676_1
Xesp_008382	Spis_XP_022790830_1
Xesp_008382	Spis_XP_022790829_1
Xesp_008382	Spis_XP_022799659_1
Xesp_008382	Spis_XP_022781425_1
Xesp_008382	Spis_XP_022789231_1
Xesp_008382	Spis_XP_022789232_1
Xesp_008382	Spis_XP_022794752_1
Xesp_008382	Spis_XP_022787356_1
Xesp_008382	Spis_XP_022787358_1
Xesp_008382	Spis_XP_022806459_1
Xesp_008382	Spis_XP_022782921_1
Xesp_008382	Spis_XP_022795612_1
Xesp_008382	Spis_XP_022803114_1
Xesp_008382	Spis_XP_022789227_1
Xesp_008382	Spis_XP_022789196_1
Xesp_008382	Spis_XP_022782669_1
Xesp_008382	Spis_XP_022803414_1
Xesp_008382	Spis_XP_022796651_1
Xesp_008382	Spis_XP_022806683_1
Xesp_008382	Spis_XP_022786657_1
Xesp_008382	Spis_XP_022810127_1
Xesp_008382	Spis_XP_022806053_1
Xesp_008382	Spis_XP_022804013_1
Xesp_008382	Spis_XP_022799970_1
Xesp_008382	Spis_XP_022804005_1
Xesp_002661	Spis_XP_022781658_1
Xesp_002661	Spis_XP_022800586_1
Xesp_002661	Spis_XP_022787974_1
Xesp_002661	Spis_XP_022779632_1
Xesp_002661	Spis_XP_022777922_1
Xesp_002661	Spis_XP_022794820_1
Xesp_005368	Spis_XP_022779625_1
Xesp_005368	Spis_XP_022808353_1
Xesp_005368	Spis_XP_022794752_1
Xesp_005368	Spis_XP_022808352_1
Xesp_005368	Spis_XP_022796679_1
Xesp_005368	Spis_XP_022794758_1
Xesp_005368	Spis_XP_022794740_1
Xesp_005368	Spis_XP_022792674_1
Xesp_005368	Spis_XP_022789241_1
Xesp_005368	Spis_XP_022782627_1
Xesp_005368	Spis_XP_022790829_1
Xesp_005368	Spis_XP_022790115_1
Xesp_005368	Spis_XP_022790227_1
Xesp_005368	Spis_XP_022790096_1
Xesp_005368	Spis_XP_022800793_1
Xesp_005368	Spis_XP_022796129_1
Xesp_013072	Spis_XP_022792697_1
Xesp_013072	Spis_XP_022782926_1
Xesp_013072	Spis_XP_022796609_1
Xesp_013072	Spis_XP_022796629_1
Xesp_013072	Spis_XP_022796640_1
Xesp_013072	Spis_XP_022794752_1
Xesp_013072	Spis_XP_022790829_1
Xesp_013072	Spis_XP_022803698_1
Xesp_013072	Spis_XP_022809622_1
Xesp_013072	Spis_XP_022794739_1
Xesp_013072	Spis_XP_022803727_1
Xesp_013072	Spis_XP_022809621_1
Xesp_013072	Spis_XP_022792674_1
Xesp_013072	Spis_XP_022804003_1
Xesp_013072	Spis_XP_022808352_1
Xesp_013072	Spis_XP_022777596_1
Xesp_013072	Spis_XP_022794740_1
Xesp_013072	Spis_XP_022794759_1
Xesp_013072	Spis_XP_022810618_1
Xesp_013072	Spis_XP_022794751_1
Xesp_013072	Spis_XP_022810127_1
Xesp_013072	Spis_XP_022800041_1
Xesp_013072	Spis_XP_022794758_1
Xesp_013072	Spis_XP_022790830_1
Xesp_013072	Spis_XP_022806683_1
Xesp_013072	Spis_XP_022782727_1
Xesp_015489	Spis_XP_022800711_1
Xesp_015489	Spis_XP_022789175_1
Xesp_015489	Spis_XP_022807377_1
Xesp_015489	Spis_XP_022803096_1
Xesp_015489	Spis_XP_022800555_1
Xesp_008400	Spis_XP_022787291_1
Xesp_008400	Spis_XP_022799406_1
Xesp_008400	Spis_XP_022794751_1
Xesp_008400	Spis_XP_022784119_1
Xesp_008400	Spis_XP_022809621_1
Xesp_008400	Spis_XP_022810149_1
Xesp_008400	Spis_XP_022796129_1
Xesp_008400	Spis_XP_022809515_1
Xesp_008400	Spis_XP_022805482_1
Xesp_008400	Spis_XP_022790227_1
Xesp_008400	Spis_XP_022800793_1
Xesp_008400	Spis_XP_022790115_1
Xesp_008400	Spis_XP_022789233_1
Xesp_008400	Spis_XP_022789188_1
Xesp_008400	Spis_XP_022796679_1
Xesp_008400	Spis_XP_022787292_1
Xesp_008400	Spis_XP_022799970_1
Xesp_008400	Spis_XP_022790830_1
Xesp_008400	Spis_XP_022790829_1
Xesp_008400	Spis_XP_022803414_1
Xesp_008400	Spis_XP_022799659_1
Xesp_008400	Spis_XP_022799676_1
Xesp_008400	Spis_XP_022781425_1
Xesp_008400	Spis_XP_022808352_1
Xesp_008400	Spis_XP_022782727_1
Xesp_008400	Spis_XP_022794758_1
Xesp_008400	Spis_XP_022800041_1
Xesp_008400	Spis_XP_022806459_1
Xesp_008400	Spis_XP_022794739_1
Xesp_008400	Spis_XP_022796675_1
Xesp_008400	Spis_XP_022803114_1
Xesp_008400	Spis_XP_022803727_1
Xesp_008400	Spis_XP_022803118_1
Xesp_008400	Spis_XP_022782669_1
Xesp_008400	Spis_XP_022782668_1
Xesp_008400	Spis_XP_022794740_1
Xesp_008400	Spis_XP_022782921_1
Xesp_008400	Spis_XP_022810127_1
Xesp_008400	Spis_XP_022792674_1
Xesp_008400	Spis_XP_022809622_1
Xesp_008400	Spis_XP_022796651_1
Xesp_008400	Spis_XP_022790096_1
Xesp_008400	Spis_XP_022789227_1
Xesp_008400	Spis_XP_022789231_1
Xesp_008400	Spis_XP_022778761_1
Xesp_008400	Spis_XP_022796301_1
Xesp_008400	Spis_XP_022792358_1
Xesp_008400	Spis_XP_022803698_1
Xesp_008400	Spis_XP_022794759_1
Xesp_008400	Spis_XP_022787357_1
Xesp_008400	Spis_XP_022806053_1
Xesp_008400	Spis_XP_022789232_1
Xesp_008400	Spis_XP_022804005_1
Xesp_008400	Spis_XP_022790102_1
Xesp_008400	Spis_XP_022790108_1
Xesp_008400	Spis_XP_022787356_1
Xesp_008400	Spis_XP_022787358_1
Xesp_021200	Spis_XP_022810149_1
Xesp_021200	Spis_XP_022799406_1
Xesp_021200	Spis_XP_022802798_1
Xesp_004878	Spis_XP_022807428_1
Xesp_004878	Spis_XP_022788831_1
Xesp_004878	Spis_XP_022798038_1
Xesp_013933	Spis_XP_022804298_1
Xesp_013933	Spis_XP_022783663_1
Xesp_013933	Spis_XP_022783165_1
Xesp_007396	Spis_XP_022799406_1
Xesp_007396	Spis_XP_022804005_1
Xesp_007396	Spis_XP_022789175_1
Xesp_007396	Spis_XP_022786657_1
Xesp_007396	Spis_XP_022802798_1
Xesp_007396	Spis_XP_022796679_1
Xesp_007396	Spis_XP_022800041_1
Xesp_007396	Spis_XP_022789227_1
Xesp_007396	Spis_XP_022789232_1
Xesp_008532	Spis_XP_022808352_1
Xesp_008532	Spis_XP_022782727_1
Xesp_008532	Spis_XP_022782668_1
Xesp_008532	Spis_XP_022777596_1
Xesp_008532	Spis_XP_022789241_1
Xesp_008532	Spis_XP_022789188_1
Xesp_008532	Spis_XP_022790829_1
Xesp_008532	Spis_XP_022803414_1
Xesp_008532	Spis_XP_022787774_1
Xesp_008532	Spis_XP_022786657_1
Xesp_008532	Spis_XP_022799406_1
Xesp_008532	Spis12568_1
Xesp_008532	Spis_XP_022790107_1
Xesp_008532	Spis_XP_022790106_1
Xesp_008532	Spis_XP_022794752_1
Xesp_008532	Spis_XP_022800041_1
Xesp_008532	Spis_XP_022794751_1
Xesp_022117	Spis_XP_022810149_1
Xesp_022117	Spis_XP_022789232_1
Xesp_022117	Spis_XP_022800793_1
Xesp_022117	Spis_XP_022794752_1
Xesp_022117	Spis_XP_022808352_1
Xesp_022117	Spis_XP_022810125_1
Xesp_022117	Spis_XP_022794745_1
Xesp_022117	Spis_XP_022800041_1
Xesp_022117	Spis_XP_022794740_1
Xesp_022117	Spis_XP_022802792_1
Xesp_021252	Spis_XP_022808352_1
Xesp_021252	Spis_XP_022803727_1
Xesp_021252	Spis_XP_022794758_1
Xesp_021252	Spis_XP_022796675_1
Xesp_021252	Spis_XP_022792674_1
Xesp_021252	Spis_XP_022777596_1
Xesp_021252	Spis_XP_022789227_1
Xesp_007115	Spis_XP_022794802_1
Xesp_007115	Spis_XP_022792674_1
Xesp_007115	Spis_XP_022810127_1
Xesp_007115	Spis_XP_022799406_1
Xesp_007115	Spis_XP_022784119_1
Xesp_007115	Spis_XP_022789231_1
Xesp_007115	Spis_XP_022778761_1
Xesp_007115	Spis_XP_022787357_1
Xesp_007115	Spis_XP_022787291_1
Xesp_007115	Spis_XP_022806053_1
Xesp_007115	Spis_XP_022789232_1
Xesp_007115	Spis_XP_022803698_1
Xesp_021186	Spis_XP_022799406_1
Xesp_021186	Spis_XP_022810149_1
Xesp_021186	Spis_XP_022804005_1
Xesp_021186	Spis_XP_022786657_1
Xesp_021186	Spis_XP_022787292_1
Xesp_021186	Spis_XP_022802798_1
Xesp_021186	Spis_XP_022796675_1
Xesp_021186	Spis_XP_022794752_1
Xesp_021186	Spis_XP_022794758_1
Xesp_021186	Spis_XP_022789227_1
Xesp_021186	Spis_XP_022781425_1
Xesp_021186	Spis_XP_022800793_1
Xesp_013151	Spis_XP_022781727_1
Xesp_015300	Spis_XP_022797346_1
Xesp_023562	Spis_XP_022804960_1
Xesp_004939	Spis_XP_022794752_1
Xesp_004939	Spis_XP_022792674_1
Xesp_004939	Spis_XP_022777596_1
Xesp_004939	Spis_XP_022794751_1
Xesp_004939	Spis_XP_022789241_1
Xesp_023449	Spis_XP_022800560_1
Xesp_023449	Spis_XP_022803096_1
Xesp_023449	Spis_XP_022795006_1
Xesp_023449	Spis_XP_022782050_1
Xesp_023449	Spis_XP_022779816_1
Xesp_023449	Spis_XP_022780105_1
Xesp_023449	Spis_XP_022792219_1
Xesp_023449	Spis_XP_022800555_1
Xesp_023449	Spis_XP_022797958_1
Xesp_023449	Spis_XP_022778700_1
Xesp_023449	Spis_XP_022798038_1
Xesp_023449	Spis_XP_022798045_1
Xesp_023449	Spis_XP_022790027_1
Xesp_023449	Spis_XP_022790026_1
Xesp_023449	Spis_XP_022791038_1
Xesp_014647	Spis_XP_022796129_1
Xesp_014647	Spis_XP_022809515_1
Xesp_014647	Spis_XP_022805482_1
Xesp_014647	Spis_XP_022790227_1
Xesp_014647	Spis_XP_022799676_1
Xesp_014647	Spis_XP_022789232_1
Xesp_014647	Spis_XP_022790096_1
Xesp_014647	Spis_XP_022782668_1
Xesp_014647	Spis_XP_022803414_1
Xesp_014647	Spis_XP_022786657_1
Xesp_014647	Spis_XP_022799970_1
Xesp_014647	Spis_XP_022810127_1
Xesp_014647	Spis_XP_022794759_1
Xesp_014647	Spis_XP_022806053_1
Xesp_014647	Spis_XP_022787356_1
Xesp_014647	Spis_XP_022783165_1
Xesp_007399	Spis_XP_022799406_1
Xesp_007399	Spis_XP_022810149_1
Xesp_007399	Spis_XP_022804005_1
Xesp_007399	Spis_XP_022789175_1
Xesp_007399	Spis_XP_022786657_1
Xesp_007399	Spis_XP_022803114_1
Xesp_007399	Spis_XP_022782921_1
Xesp_007399	Spis_XP_022790227_1
Xesp_007399	Spis_XP_022800793_1
Xesp_007399	Spis_XP_022802798_1
Xesp_007399	Spis_XP_022808353_1
Xesp_007399	Spis_XP_022794752_1
Xesp_007399	Spis_XP_022796679_1
Xesp_007399	Spis_XP_022800041_1
Xesp_007399	Spis_XP_022789227_1
Xesp_007399	Spis_XP_022790742_1
Xesp_023450	Spis_XP_022800560_1
Xesp_023450	Spis_XP_022795006_1
Xesp_023450	Spis_XP_022782050_1
Xesp_023450	Spis_XP_022779816_1
Xesp_023450	Spis_XP_022780105_1
Xesp_023450	Spis_XP_022792219_1
Xesp_023450	Spis_XP_022790027_1
Xesp_023450	Spis_XP_022790026_1
Xesp_023450	Spis_XP_022804298_1
Xesp_023450	Spis_XP_022800801_1
Xesp_023450	Spis_XP_022791038_1
Xesp_023450	Spis_XP_022800586_1
Xesp_023450	Spis_XP_022798038_1
Xesp_023450	Spis_XP_022781658_1
Xesp_022114	Spis_XP_022799406_1
Xesp_022114	Spis_XP_022796679_1
Xesp_022114	Spis_XP_022810149_1
Xesp_022114	Spis_XP_022800793_1
Xesp_022114	Spis_XP_022794752_1
Xesp_022114	Spis_XP_022808352_1
Xesp_022114	Spis_XP_022810125_1
Xesp_022114	Spis_XP_022794745_1
Xesp_022114	Spis_XP_022800041_1
Xesp_022114	Spis_XP_022794740_1
Xesp_022114	Spis_XP_022808353_1
Xesp_022114	Spis_XP_022794758_1
Xesp_022114	Spis_XP_022802792_1
Xesp_022114	Spis_XP_022796675_1
Xesp_022114	Spis_XP_022802785_1
Xesp_022114	Spis_XP_022808171_1
Xesp_022114	Spis_XP_022790911_1
Xesp_022114	Spis_XP_022788487_1
Xesp_022114	Spis_XP_022780837_1
Xesp_022114	Spis_XP_022804005_1
Xesp_022114	Spis_XP_022789227_1
Xesp_022114	Spis_XP_022781425_1
Xesp_026013	Spis_XP_022808352_1
Xesp_026013	Spis_XP_022794740_1
Xesp_026013	Spis_XP_022797744_1
Xesp_026013	Spis_XP_022778761_1
Xesp_026013	Spis_XP_022790829_1
Xesp_026013	Spis_XP_022787291_1
Xesp_026013	Spis_XP_022782921_1
Xesp_026013	Spis_XP_022801831_1
Xesp_026013	Spis_XP_022798286_1
Xesp_001250	Spis_XP_022803698_1
Xesp_001250	Spis_XP_022784119_1
Xesp_029105	Spis_XP_022796679_1
Xesp_029105	Spis_XP_022800793_1
Xesp_029105	Spis_XP_022781425_1
Xesp_009766	Spis_XP_022801831_1
Xesp_009766	Spis_XP_022794686_1
Xesp_009766	Spis_XP_022795724_1
Xesp_009766	Spis_XP_022802227_1
Xesp_009766	Spis_XP_022787356_1
Xesp_009766	Spis_XP_022778761_1
Xesp_009766	Spis_XP_022787358_1
Xesp_009766	Spis_XP_022790115_1
Xesp_008479	Spis_XP_022794740_1
Xesp_008479	Spis_XP_022787774_1
Xesp_008479	Spis_XP_022805232_1
Xesp_008539	Spis_XP_022794740_1
Xesp_008539	Spis_XP_022804003_1
Xesp_008539	Spis_XP_022790106_1
Xesp_008539	Spis_XP_022790097_1
